stock_code,description,total_quantity,total_revenue,avg_unit_price,total_orders,unique_customers,revenue_percentage,cumulative_revenue_percentage,abc_category
22464,hanging metal heart lantern,3402,5485.63,1.9432294617563741,351,191,0.0005154644695052546,0.6614552356807054,A
22964,3 piece spaceboy cookie cutter set,2624,5472.6900000000005,2.5305774278215223,378,216,0.0005142485453114251,0.6619694842260169,A
22904,calendar paper cut design,1834,5467.26,3.353065693430657,271,162,0.0005137383081883573,0.6624832225342052,A
22297,heart ivory trellis small,4164,5459.91,1.746631853785901,378,157,0.0005130476557289564,0.6629962701899341,A
23135,small zinc heart wall organiser,1541,5416.18,5.675777777777777,45,31,0.0005089385085113233,0.6635052086984454,A
22827,rustic  seventeen drawer sideboard,35,5415.0,158.07692307692307,26,21,0.0005088276282525351,0.664014036326698,A
23205,charlotte bag vintage alphabet,5457,5405.88,1.164375,445,192,0.0005079706554049518,0.664522006982103,A
22584,pack of 6 pannetone gift boxes,2097,5398.33,3.0986592178770946,178,117,0.0005072612096813495,0.6650292681917843,A
22845,vintage cream cat food container,802,5396.93,7.846624605678234,316,155,0.0005071296568319399,0.6655363978486163,A
22349,dog bowl chasing ball design,1366,5381.5199999999995,4.129848484848485,131,85,0.000505681635825223,0.6660420794844415,A
23494,vintage doily deluxe sewing kit,809,5354.01,6.812864077669903,205,145,0.0005030966223343224,0.6665451761067758,A
21172,party metal sign,3485,5338.63,2.0224472573839662,467,236,0.0005016514203172358,0.667046827527093,A
22998,travel card wallet keep calm,12366,5262.82,0.49730483271375464,534,217,0.0004945278335217002,0.6675413553606147,A
22296,heart ivory trellis large,3140,5247.72,1.8795412844036699,318,189,0.0004931089420744956,0.6680344643026892,A
22120,welcome  wooden block letters,523,5247.09,10.999627659574466,188,121,0.0004930497432922613,0.6685275140459814,A
22623,box of vintage jigsaw blocks,937,5236.31,6.208851063829787,235,165,0.0004920367863518065,0.6690195508323332,A
84997D,pink 3 piece polkadot cutlery set,1437,5234.56,4.105304347826087,115,82,0.0004918723452900444,0.6695114231776232,A
22848,bread bin diner style pink,323,5208.45,18.21203125,128,68,0.0004894188846485533,0.6700008420622718,A
22665,recipe box blue sketchbook design,1516,5192.08,4.052696629213483,356,163,0.00048788065597366986,0.6704887227182456,A
22781,gumball magazine rack,621,5191.01,9.835818965517243,232,118,0.00048778011201019246,0.6709765028302558,A
22689,doormat merry christmas red,673,5176.25,10.198027210884353,146,94,0.0004863931691121302,0.6714628959993679,A
21844,red retrospot mug,1847,5167.6900000000005,3.3125477707006374,156,99,0.00048558881740431086,0.6719484848167723,A
21428,set3 book box green gingham flower,1207,5163.63,5.438282442748092,262,117,0.0004852073141410227,0.6724336921309133,A
21164,home sweet home metal sign,1766,5155.9800000000005,3.292605633802817,282,166,0.0004844884717853197,0.6729181806026986,A
22898,childrens apron apples design,2414,5150.92,2.5617983651226157,365,201,0.00048401300220102456,0.6734021936048996,A
23263,set of 3 wooden heart decorations,3863,5147.19,1.4479957805907173,445,269,0.0004836625078236687,0.6738858561127233,A
23162,regency tea strainer,1412,5143.6900000000005,4.422272727272728,176,96,0.0004833336257001445,0.6743691897384235,A
23157,set of 6 nativity magnets,2557,5143.06,2.361597633136095,163,111,0.0004832744269179101,0.6748524641653414,A
23165,large ceramic top storage jar,3114,5141.0599999999995,1.9777738515901062,280,167,0.0004830864942758962,0.6753355506596173,A
23132,small ivory heart wall organiser,1020,5138.6,6.2221710526315785,152,115,0.0004828553371262192,0.6758184059967435,A
22302,coffee mug pears  design,2329,5134.29,2.7265727699530515,212,134,0.0004824503422826793,0.6763008563390261,A
37449,ceramic cake stand + hanging cakes,563,5117.29,9.906493506493506,154,106,0.0004808529148255614,0.6767817092538517,A
22772,pink drawer knob acrylic edwardian,3793,5116.7,1.66984375,254,84,0.00048079747469616734,0.6772625067285479,A
22595,gingham heart decoration,6139,5114.41,1.0084761904761905,413,251,0.00048058229182106147,0.677743089020369,A
23397,foot stool home sweet home,489,5097.65,11.573870967741934,217,139,0.00047900741628098526,0.6782220964366499,A
23234,biscuit tin vintage christmas,1722,5079.78,3.3792086330935254,277,201,0.0004773282381245914,0.6786994246747745,A
21098,christmas toilet roll,3719,5078.76,1.6951538461538462,248,115,0.0004772323924771644,0.6791766570672517,A
23295,set of 12 mini loaf baking cases,6134,5073.45,1.1117555555555554,444,250,0.00047673343131261753,0.6796533904985643,A
22371,airline bag vintage tokyo 78,1086,5072.32,5.208936708860759,392,144,0.0004766272493698797,0.6801300177479342,A
23198,pantry magnetic  shopping list,3342,5062.599999999999,1.7995876288659793,475,259,0.0004757138967296923,0.680605731644664,A
23126,feltcraft girl amelie kit,1007,5059.14,5.402599277978339,275,187,0.0004753887732590084,0.681081120417923,A
22780,light garland butterfiles pink,1346,5044.34,4.1853731343283584,132,82,0.0004739980717081058,0.6815551184896311,A
21907,i'm on holiday metal sign,2371,5027.18,2.3004347826086957,367,208,0.0004723856096396269,0.6820275040992707,A
22957,set 3 paper vintage chick paper egg,1775,5014.650000000001,3.115555555555556,214,179,0.00047120821163741005,0.6824987123109081,A
23314,vintage christmas tablecloth,407,5012.96,13.607881355932204,117,87,0.0004710494085549083,0.682969761719463,A
22636,childs breakfast set circus parade,595,5009.56,8.927575757575758,198,141,0.0004707299230634847,0.6834404916425265,A
23109,pack of six led tea lights,1752,5008.26,3.2622815533980583,203,132,0.0004706077668461757,0.6839110994093727,A
22271,feltcraft doll rosie,1701,5007.35,3.38049504950495,301,181,0.0004705222574940594,0.6843816216668668,A
21756,bath building block word,809,5006.26,6.620036900369003,270,168,0.0004704198342041618,0.6848520415010709,A
23310,bubblegum ring assorted,12050,4997.28,0.47804878048780486,245,146,0.0004695760166415196,0.6853216175177125,A
21932,scandinavian paisley picnic bag,2720,4995.38,2.0698666666666665,446,218,0.00046939748063160643,0.685791014998344,A
23543,wall art keep calm,967,4994.790000000001,8.668470588235293,83,64,0.0004693420405022124,0.6862603570388462,A
22301,coffee mug cat + bird design,2205,4980.83,3.1865079365079363,252,123,0.00046803027066095554,0.6867283873095072,A
22849,bread bin diner style mint,319,4967.929999999999,16.9328125,128,79,0.0004668181051199661,0.6871952054146272,A
21933,pink vintage paisley picnic bag,2672,4957.43,2.0688009592326138,410,198,0.0004658314587493934,0.6876610368733765,A
22142,christmas craft white fairy,3247,4946.19,1.7504663212435232,377,259,0.00046477527730127543,0.6881258121506778,A
23556,landmark frame covent garden,436,4937.01,12.61811320754717,53,46,0.0004639126664744318,0.6885897248171522,A
84212,"assorted flower colour ""leis""",10315,4934.87,0.8927927927927929,111,72,0.00046371157854747697,0.6890534363956997,A
23570,traditional pick up sticks game,2772,4931.87,1.431118881118881,276,203,0.00046342967958445616,0.6895168660752842,A
22110,bird house hot water bottle,1172,4912.14,4.051458333333333,279,116,0.00046157572407098946,0.6899784417993552,A
21937,strawberry   picnic bag,1707,4898.85,3.405555555555556,251,146,0.00046032691166480734,0.69043876871102,A
22748,poppy's playhouse kitchen,2117,4880.83,2.4816628701594534,436,233,0.0004586336385602624,0.6908974023495802,A
23010,circus parade baby gift set,315,4879.599999999999,16.296576576576577,111,73,0.0004585180599854238,0.6913559204095656,A
23351,roll wrap 50's christmas,3535,4875.65,1.5103072625698326,354,242,0.00045814689301744644,0.6918140673025831,A
21124,set/10 blue polkadot party candles,4011,4863.05,1.2982644628099174,240,180,0.0004569629173727592,0.6922710302199558,A
23503,playing cards keep calm & carry on,3643,4860.55,1.279298245614035,335,284,0.0004567280015702418,0.6927277582215261,A
21033,jumbo bag charlie and lola toys,1932,4851.73,3.2029,300,75,0.0004558992186189606,0.6931836574401451,A
21086,set/6 red spotty paper cups,7121,4851.5,0.9603908045977011,428,167,0.0004558776063651291,0.6936395350465102,A
21390,filigris heart with butterfly,3903,4848.13,1.4722374429223746,212,120,0.00045556093986333574,0.6940950959863735,A
21876,pottering mug,3789,4825.36,2.0920059880239523,333,141,0.00045342132673400787,0.6945485173131075,A
23554,landmark frame oxford street,422,4805.53,13.047017543859647,57,49,0.0004515579745884404,0.6950000752876959,A
22549,picture dominoes,3188,4798.38,1.9796408839779005,356,195,0.00045088611539324087,0.6954509614030892,A
23555,landmark frame notting hill,421,4780.57,12.897450980392156,50,45,0.0004492125752161074,0.6959001739783053,A
23184,bull dog bottle opener,874,4764.5,6.4533082706766915,264,129,0.00044770253643752604,0.6963478765147428,A
84050,pink heart shape egg frying pan,3229,4753.53,2.165366795366795,256,139,0.00044667172589607995,0.6967945482406389,A
22243,5 hook hanger red magic toadstool,3098,4751.639999999999,1.9261654135338346,131,71,0.00044649412954937684,0.6972410423701882,A
23286,blue vintage spot beaker,5048,4747.62,1.03009009009009,222,125,0.000446116384938929,0.6976871587551272,A
20677,pink polkadot bowl,3674,4747.34,1.6501483679525224,333,133,0.0004460900743690471,0.6981332488294962,A
21539,red retrospot butter dish,969,4743.900000000001,5.474541666666667,238,123,0.0004457668302247833,0.698579015659721,A
20979,36 pencils tube red retrospot,3734,4723.7300000000005,1.5887384615384617,325,164,0.00044387152953007347,0.6990228871892511,A
23569,tradtional alphabet stamp set,954,4717.66,5.3034693877551025,192,152,0.00044330115396156133,0.6994661883432126,A
23159,set of 5 pancake day magnets,2293,4713.52,2.3199107142857143,223,121,0.0004429121333925927,0.6999091004766053,A
22645,ceramic heart fairy cake money bank,2354,4709.74,2.2715211267605633,351,161,0.00044255694069918644,0.7003516574173044,A
23558,landmark frame london bridge,415,4703.87,13.125384615384615,52,43,0.00044200535839487577,0.7007936627756993,A
23389,spaceboy mini backpack,1102,4697.54,4.537829787234043,233,157,0.0004414105515829019,0.7012350733272822,A
23176,abc treasure book box,2165,4693.08,2.663215859030837,226,159,0.00044099146179121096,0.7016760647890734,A
82001S,vinyl record frame silver,1295,4682.45,4.223725490196078,101,45,0.00043999259979890726,0.7021160573888723,A
82552,washroom metal sign,3012,4674.83,1.657445652173913,364,184,0.00043927657643283446,0.7025553339653051,A
22504,cabin bag vintage retrospot,247,4674.62,22.484117647058824,68,31,0.000439256843505423,0.7029945908088105,A
22721,set of 3 cake tins sketchbook,1020,4671.81,5.396275167785235,297,183,0.0004389927981433936,0.703433583606954,A
23241,treasure tin gymkhana design,2165,4669.55,2.4851092896174864,363,183,0.00043878043425791787,0.7038723640412119,A
22082,ribbon reel stripes design,2680,4661.88,1.9854457831325298,409,250,0.00043805971257579473,0.7043104237537877,A
22745,poppy's playhouse bedroom,2021,4661.79,2.546305882352941,423,216,0.0004380512556069041,0.7047484750093946,A
47599A,pink party bags,2456,4649.5,2.2805988023952097,165,102,0.0004368964095217289,0.7051853714189164,A
22606,wooden skittles garden set,313,4638.46,16.473846153846154,142,110,0.00043585902133781235,0.7056212304402542,A
22628,picnic boxes set of 3 retrospot,965,4620.91,5.667329842931937,190,85,0.0004342099124041407,0.7060554403526583,A
22295,heart filigree dove large,2789,4613.97,1.9075984251968503,250,155,0.0004335577861363526,0.7064889981387947,A
21833,camouflage led torch,2726,4594.43,2.109345238095238,168,87,0.0004317216842238772,0.7069207198230186,A
23285,pink vintage spot beaker,4807,4572.41,1.06703125,191,108,0.0004296525458353045,0.7073503723688539,A
22417,pack of 60 spaceboy cake cases,8420,4563.24,0.7674003795066414,520,270,0.00042879087467167094,0.7077791632435255,A
23404,home sweet home blackboard,1011,4561.76,6.0208875739644965,169,104,0.00042865180451658074,0.7082078150480421,A
82551,laundry 15c metal sign,2918,4542.889999999999,1.7629745042492915,351,156,0.00042687866003917983,0.7086346937080813,A
20974,12 pencils small tube skull,6976,4527.43,0.7523415977961433,355,195,0.00042542594071641275,0.7090601196487977,A
23275,set of 3 hanging owls ollie beak,3720,4521.72,1.4738323353293412,325,171,0.0004248893930234632,0.7094850090418211,A
23163,regency sugar tongs,1832,4515.22,3.329234449760766,209,95,0.0004242786119369181,0.709909287653758,A
23112,parisienne curio cabinet,546,4507.08,9.16721991701245,241,134,0.00042351372608392165,0.710332801379842,A
23309,set of 60 i love london cake cases,8275,4495.849999999999,0.7424170616113744,407,178,0.0004224584842990138,0.710755259864141,A
22938,cupcake lace paper set 6,2367,4488.63,2.093191489361702,186,160,0.0004217800474613438,0.7111770399116023,A
21934,skull shoulder bag,2421,4480.28,2.140631067961165,411,85,0.00042099542868093587,0.7115980353402832,A
23167,small ceramic top storage jar,5847,4476.01,1.0025210084033613,231,129,0.0004205941924902363,0.7120186295327734,A
84987,set of 36 teatime paper doilies,3051,4471.17,1.9834730538922156,334,201,0.0004201393954965628,0.71243876892827,A
21906,pharmacie first aid tin,581,4470.8099999999995,9.662068965517241,173,71,0.0004201055676210002,0.7128588744958909,A
22775,purple drawerknob acrylic edwardian,3105,4469.37,1.743677685950413,237,79,0.00041997025611875026,0.7132788447520096,A
22942,christmas lights 10 santas,608,4460.54,8.33764705882353,152,111,0.0004191405335042591,0.7136979852855139,A
22089,paper bunting vintage paisley,1423,4457.43,3.5026277372262773,272,142,0.00041884829824592756,0.7141168335837598,A
23288,green vintage spot beaker,4625,4444.2300000000005,1.0418817204301074,185,107,0.0004176079428086361,0.7145344415265684,A
23530,wall art only one person,1050,4406.57,5.584883720930232,86,59,0.00041406917115951493,0.7149485106977279,A
22626,black kitchen scales,517,4401.860000000001,9.169145728643217,199,134,0.00041362658978757235,0.7153621372875155,A
20975,12 pencils small tube red retrospot,6633,4383.27,0.7378688524590163,362,231,0.0004118797558800535,0.7157740170433956,A
15056P,edwardian parasol pink,776,4354.92,6.352222222222222,144,87,0.00040921581067950697,0.7161832328540751,A
84997C,blue 3 piece polkadot cutlery set,1201,4346.27,3.916372549019608,102,80,0.000408403002002797,0.716591635856078,A
23349,roll wrap vintage christmas,3221,4342.6,1.5426530612244898,337,214,0.00040805814560470157,0.7169996940016827,A
16014,small chinese style scissor,13328,4335.76,0.4014814814814815,54,34,0.00040741541596901417,0.7174071094176517,A
84692,box of 24 cocktail parasols,7903,4327.38,0.6784745762711863,583,209,0.00040662797819897604,0.7178137373958507,A
22899,children's apron dolly girl,2069,4326.43,2.442825396825397,313,190,0.0004065387101940195,0.7182202761060448,A
21892,traditional wooden catch cup game,3192,4317.16,1.6051196172248803,412,235,0.0004056676423982852,0.718625943748443,A
21498,red retrospot wrap,10526,4311.92,0.4180357142857143,336,238,0.0004051752588762089,0.7190311190073192,A
23168,classic cafe sugar dispenser,3075,4311.35,1.7985757575757575,325,132,0.00040512169807323495,0.7194362407053925,A
22327,round snack boxes set of 4 skulls,1167,4304.25,4.334896551724138,287,106,0.0004044545371940857,0.7198406952425865,A
23050,recycled acapulco mat green,497,4286.55,9.223268292682926,205,116,0.00040279133331226304,0.7202434865758988,A
22723,set of 6 herb tins sketchbook,1164,4262.820000000001,4.301208053691275,295,170,0.0004005615125147686,0.7206440480884135,A
22694,wicker star,1842,4251.72,2.5493430656934306,405,228,0.0003995184863515916,0.7210435665747651,A
20970,pink floral feltcraft shoulder bag,1116,4232.13,4.193650190114068,262,141,0.0003976776861230658,0.7214412442608882,A
22061,large cake stand  hanging strawbery,582,4218.0599999999995,10.28958904109589,146,86,0.0003963555799864982,0.7218375998408747,A
23089,glass bon bon jar,2354,4215.78,2.380175438596491,225,101,0.00039614133677460243,0.7222337411776493,A
22661,charlotte bag dolly girl design,5194,4214.95,0.9770883054892601,415,172,0.0003960633447281667,0.7226298045223775,A
22801,antique glass pedestal bowl,1027,4203.89,4.729107142857143,220,123,0.00039502407721783006,0.7230248285995953,A
23144,zinc t-light holder stars small,5089,4197.83,0.9436727272727272,274,180,0.000394454641312528,0.7234192832409078,A
23012,glass apothecary bottle perfume,1071,4197.110000000001,4.62991935483871,246,151,0.0003943869855614031,0.7238136702264691,A
22550,holiday fun ludo,1162,4194.89,4.441428571428571,217,136,0.0003941783803287677,0.7242078486067979,A
22813,pack 3 boxes bird pannetone,2168,4188.94,2.5172727272727276,187,110,0.0003936192807187764,0.7246014678875167,A
20682,red retrospot childrens umbrella,1235,4171.33,4.018487394957983,237,138,0.0003919645338058443,0.7249934324213225,A
23110,parisienne key cabinet,700,4147.18,6.66234375,255,157,0.000389695247153527,0.725383127668476,A
23486,antique heart shelf unit,275,4145.47,17.8127027027027,74,64,0.0003895345647446051,0.7257726622332206,A
72760B,vintage cream 3 basket cake stand,409,4145.389999999999,11.102941176470589,153,104,0.0003895270474389245,0.7261621892806595,A
21874,gin and tonic mug,2974,4141.179999999999,2.014203389830508,295,110,0.0003891314492274853,0.7265513207298869,A
22649,strawberry fairy cake teapot,795,4132.88,6.036470588235295,200,86,0.00038835152876312784,0.7269396722586501,A
23283,doormat vintage leaf,564,4122.2,9.177535211267607,142,100,0.0003873479684547738,0.7273270202271048,A
22596,christmas star wish list chalkboard,3476,4110.42,1.299132075471698,262,196,0.00038624104519331215,0.7277132612722982,A
22841,round cake tin vintage green,529,4101.77,8.441549295774648,213,156,0.00038542823651660225,0.7280986895088147,A
23255,childrens cutlery circus parade,1014,4097.22,4.346962025316456,158,116,0.00038500068975602067,0.7284836901985707,A
23009,i love london baby gift set,263,4082.52,15.988252427184465,103,48,0.00038361938483721876,0.728867309583408,A
23193,buffalo bill treasure book box,1922,4079.28,2.730571428571429,175,109,0.0003833149339571563,0.7292506245173651,A
22577,wooden heart christmas scandinavian,10608,4075.3599999999997,0.4979783393501805,538,343,0.0003829465859788091,0.7296335711033439,A
22489,pack of 12 traditional crayons,9719,4072.13,0.5406053811659193,443,232,0.0003826430747619567,0.7300162141781059,A
21116,owl doorstop,695,4051.79,6.7411111111111115,251,81,0.00038073179979267576,0.7303969459778986,A
21704,bag 250g swirly marbles,5144,4039.2799999999997,1.0033734939759036,248,137,0.000379556281116879,0.7307765022590155,A
23340,vintage christmas cake frill,2500,4034.08,1.9589473684210525,151,112,0.000379067656247643,0.7311555699152631,A
22219,lovebird hanging decoration white,4133,4033.73,1.1821157323688969,544,190,0.0003790347680352906,0.7315346046832983,A
72351B,set/6 pink  butterfly t-lights,2096,4007.8500000000004,2.3841176470588237,186,87,0.0003766029196476312,0.7319112076029459,A
23129,heart shaped holly wreath,950,3999.5,4.576279069767442,172,138,0.00037581830086722326,0.7322870259038131,A
22431,watering can blue elephant,2058,3998.7099999999996,2.3188988095238097,334,159,0.00037574406747362777,0.7326627699712868,A
22951,60 cake cases dolly girl design,7481,3990.2,0.6748868778280543,437,237,0.0003749444140818588,0.7330377143853686,A
22493,paint your own canvas set,2461,3986.64,1.9142342342342342,220,125,0.0003746098939790741,0.7334123242793477,A
23306,set of 36 doilies pantry design,2741,3983.6,1.7355510204081632,244,172,0.00037432423636321306,0.7337866485157108,A
22956,36 foil heart cake cases,2050,3983.3900000000003,2.225273631840796,198,144,0.0003743045034358016,0.7341609530191466,A
20675,blue polkadot bowl,3120,3983.12,1.5869753086419751,322,149,0.00037427913252912975,0.7345352321516757,A
84792,enchanted bird coathanger 5 hook,833,3974.32,5.533209876543211,241,125,0.0003734522289042688,0.73490868438058,A
22274,feltcraft doll emily,1340,3953.4800000000005,3.327977528089888,267,168,0.0003714939707744843,0.7352801783513545,A
22890,novelty biscuits cake stand 3 tier,385,3939.87,11.292349397590362,165,94,0.00037021508914557993,0.7356503934405001,A
23526,wall art dog licence,604,3939.76,8.880260869565218,114,57,0.0003702047528502692,0.7360205981933504,A
22131,food container set 3 love heart,2031,3936.5899999999997,2.8124324324324323,291,115,0.00036990687961267716,0.7363905050729631,A
23557,landmark frame baker street,350,3930.27,13.181875,32,25,0.0003693130124639134,0.736759818085427,A
22148,easter craft 4 chicks,1933,3917.45,2.255079365079365,186,148,0.00036810836422860455,0.7371279264496556,A
22980,pantry scrubbing brush,2363,3910.01,1.9236734693877549,291,198,0.000367409254800313,0.7374953357044559,A
22179,set 10 night owl lights,505,3908.73,8.948604651162789,170,59,0.0003672889779094241,0.7378626246823653,A
23081,green metal box army supplies,467,3906.25,9.44148148148148,135,78,0.0003670559414333269,0.7382296806237987,A
21928,jumbo bag scandinavian paisley,2057,3904.72,2.760689655172414,144,76,0.0003669121729621863,0.7385965927967608,A
23049,recycled acapulco mat red,456,3896.84,8.921505376344086,186,103,0.0003661717183526517,0.7389627645151134,A
22117,metal sign her dinner is served,1320,3896.4500000000003,2.9212631578947374,95,58,0.000366135071487459,0.7393288995866009,A
21041,red retrospot oven glove double,914,3888.98,4.408677042801556,255,100,0.0003654331430695372,0.7396943327296704,A
23552,bicycle puncture repair kit,1863,3881.91,2.2640650406504066,116,93,0.0003647688011800182,0.7400591015308504,A
22222,cake plate lovebird white,1057,3880.2,5.441216216216216,222,104,0.0003646081187710963,0.7404237096496216,A
21749,large red retrospot windmill,1963,3877.09,2.531,140,80,0.0003643158835127648,0.7407880255331343,A
22578,wooden star christmas scandinavian,10460,3876.5399999999995,0.46971698113207544,512,332,0.00036426420203621094,0.7411522897351704,A
21716,boys vintage tin seaside bucket,1425,3872.92,3.385204918032787,244,112,0.0003639240439541659,0.7415162137791246,A
85049A,traditional christmas ribbons,3001,3842.36,1.4897256097560976,323,204,0.000361052433184194,0.7418772662123088,A
23111,parisienne sewing box,312,3839.2400000000002,13.468920863309354,138,80,0.0003607592582626524,0.7422380254705714,A
37370,retro coffee mugs assorted,2567,3839.0099999999998,5.427469135802469,159,72,0.0003607376460088208,0.7425987631165802,A
22896,peg bag apples design,1484,3833.36,3.2074394463667817,287,144,0.00036020673629513165,0.7429589698528754,A
22738,ribbon reel snowy village,2173,3829.67,2.3363176895306856,275,147,0.0003598600005706161,0.743318829853446,A
22842,biscuit tin vintage red,589,3823.21,7.2198765432098755,162,120,0.0003592529781369113,0.7436780828315829,A
22350,illustrated cat bowl,1410,3822.12,3.13900826446281,120,63,0.00035915055484701374,0.7440372333864299,A
21110,large cake towel pink spots,1105,3815.7,6.258814814814814,134,62,0.00035854729106614923,0.744395780677496,A
23194,gymkhana treasure book box,1715,3815.5299999999997,2.7494581280788175,200,128,0.00035853131679157804,0.7447543119942875,A
21244,blue polkadot plate,2282,3789.3199999999997,2.0589847715736043,196,107,0.00035606845951798635,0.7451103804538055,A
22383,lunch bag suki  design,2217,3786.91,2.4341666666666666,200,122,0.00035584200068435967,0.7454662224544899,A
23253,16 piece cutlery set pantry design,254,3785.06,17.16623188405797,69,43,0.00035566816299049687,0.7458218906174804,A
85049E,scandinavian reds ribbons,2860,3783.61,1.4938313253012048,409,248,0.00035553191182503683,0.7461774225293054,A
22809,set of 6 t-lights santa,1240,3781.2000000000003,3.5039805825242722,204,141,0.0003553054529914101,0.7465327279822969,A
21746,small red retrospot windmill,3075,3766.93,1.469078947368421,226,122,0.00035396455359064117,0.7468866925358875,A
23299,food cover with beads set 2,1009,3761.63,4.374758620689655,145,109,0.00035346653208930445,0.7472401590679768,A
23092,large antique white photo frame,523,3757.78,8.100962962962964,135,96,0.0003531047617534278,0.7475932638297302,A
21527,red retrospot traditional teapot,477,3724.9900000000002,8.525724137931034,144,95,0.00035002360608761047,0.7479432874358178,A
21260,first aid tin,1161,3722.23,3.5810119047619047,166,104,0.0003497642590416313,0.7482930516948595,A
22195,large heart measuring spoons,1976,3720.66,2.3564285714285713,373,148,0.0003496167319176504,0.7486426684267772,A
23064,cinderella chandelier,221,3717.56,45.48739130434783,23,20,0.00034932543632252894,0.7489919938630997,A
21658,glass  beurre dish,878,3709.78,5.628215962441314,212,82,0.00034859437834509503,0.7493405882414448,A
22854,cream sweetheart egg holder,767,3708.52,5.392760736196319,161,123,0.0003484759807806263,0.7496890642222254,A
23236,storage tin vintage doily,1272,3704.78,3.4103125,190,124,0.0003481245467400604,0.7500371887689654,A
22212,four hook  white lovebirds,1609,3700.94,2.8394306930693074,399,145,0.00034776371606739376,0.7503849524850328,A
23182,toilet sign occupied or vacant,3741,3688.21,1.5304347826086955,433,140,0.0003465675248009755,0.7507315200098338,A
22656,vintage blue kitchen cabinet,26,3685.0,146.75,20,17,0.00034626589291054325,0.7510777859027443,A
21531,red retrospot sugar jam bowl,1516,3682.17,2.9028225806451613,246,143,0.00034599996822209364,0.7514237858709664,A
23130,mistletoe heart wreath green,882,3676.18,4.532011173184357,179,135,0.0003454371099592621,0.7517692229809256,A
23013,glass apothecary bottle tonic,924,3674.1600000000003,4.672946428571429,223,135,0.00034524729799082816,0.7521144702789164,A
21890,s/6 wooden skittles in cotton bag,1147,3674.11,3.8581196581196586,231,143,0.00034524259967477777,0.7524597128785913,A
22926,ivory giant garden thermometer,594,3656.8500000000004,6.2895408163265305,195,140,0.00034362074097419817,0.7528033336195654,A
85053,french enamel candleholder,1693,3649.4900000000002,2.6198136645962733,317,157,0.00034292914885158715,0.753146262768417,A
22378,wall tidy retrospot,2283,3638.5699999999997,3.022176870748299,293,69,0.0003419030366261914,0.7534881658050432,A
22468,babushka lights string of 10,517,3633.17,8.304117647058824,153,82,0.000341395618492754,0.753829561423536,A
22466,fairy tale cottage nightlight,2093,3626.45,2.392736842105263,94,51,0.0003407641648155874,0.7541703255883515,A
22236,cake stand 3 tier magic garden,308,3624.5999999999995,12.525,88,67,0.00034059032712172455,0.7545109159154733,A
23294,set of 6 snack loaf baking cases,4392,3607.81,1.089776536312849,354,214,0.0003390126325920182,0.7548499285480653,A
22053,empire design rosette,4244,3606.42,1.227857142857143,28,23,0.00033888201940581857,0.7551888105674711,A
23032,drawer knob crackle glaze ivory,2154,3595.38,1.7784848484848483,194,115,0.00033784463122190207,0.755526655198693,A
84968C,set of 16 vintage pistachio cutlery,317,3585.99,14.927403846153847,104,36,0.00033696228746764697,0.7558636174861606,A
22348,tea bag plate red retrospot,4084,3583.29,1.0849861495844875,358,144,0.00033670857840092824,0.7562003260645616,A
23085,antique silver bauble lamp,376,3583.23,10.834999999999999,78,64,0.0003367029404216678,0.7565370290049832,A
71477,coloured glass star t-light holder,1012,3580.96,4.481132075471698,52,31,0.0003364896368729821,0.7568735186418561,A
23497,classic chrome bicycle bell,2498,3578.62,1.6264141414141413,193,149,0.00033626975568182586,0.7572097883975379,A
21494,rotating leaves t-light holder,1928,3571.33,2.6051265822784813,313,79,0.00033558474120168536,0.7575453731387396,A
22908,pack of 20 napkins red apples,4380,3569.58,0.9678851174934725,375,212,0.0003354203001399232,0.7578807934388795,A
85132C,charlie and lola figures tins,1520,3562.3199999999997,3.986509433962264,211,96,0.00033473810464941284,0.7582155315435289,A
20717,strawberry shopper bag,2855,3561.98,1.6730215827338129,412,150,0.00033470615610027056,0.7585502376996293,A
22800,antique tall swirlglass trinket pot,870,3560.74,4.955615763546798,203,109,0.0003345896378622219,0.7588848273374915,A
22669,red baby bunting,1128,3559.0,3.7677777777777783,234,143,0.00033442613646366987,0.7592192534739551,A
22739,ribbon reel christmas sock bauble,1818,3556.97,2.3681619937694705,318,168,0.0003342353848320258,0.7595534888587872,A
23210,white rocking horse hand painted,2849,3551.53,1.4668316831683168,192,115,0.0003337242080457481,0.7598872130668329,A
21974,set of 36 paisley flower doilies,2219,3545.6,2.144388888888889,360,177,0.000333166987762177,0.7602203800545951,A
23332,ivory wicker heart large,2059,3542.71,1.7616891891891888,287,207,0.00033289542509446694,0.7605532754796896,A
23191,bundle of 3 retro note books,2141,3529.89,1.8762411347517731,276,178,0.0003316907768591581,0.7608849662565488,A
21703,bag 125g swirly marbles,9390,3528.89,0.495738255033557,294,175,0.00033159681053815117,0.761216563067087,A
22180,retrospot lamp,330,3521.54,11.514709677419354,155,92,0.00033090615807875024,0.7615474692251657,A
22688,doormat peace on earth blue,705,3519.6600000000003,9.140625,32,26,0.0003307295013952572,0.7618781987265609,A
23091,zinc herb garden container,556,3516.64,6.744,204,155,0.00033044572310581623,0.7622086444496667,A
21992,vintage paisley stationery set,1901,3510.72,2.065475113122172,436,160,0.0003298894424854552,0.7625385338921522,A
23353,6 gift tags vintage christmas,4007,3510.05,0.9988519637462235,327,227,0.0003298264850503806,0.7628683603772026,A
