stock_code,description,total_quantity_sold,total_revenue,total_revenue_capped,total_orders,unique_customers,avg_unit_price,avg_quantity_per_order,first_sale_date,last_sale_date,product_active_days,avg_daily_quantity_sold,revenue_per_order
22468,babushka lights string of 10,517,3633.17,3531.17,153,82,8.304117647058824,3.3790849673202614,2010-12-01 10:52:00,2011-12-08 10:53:00,372,1.386058981233244,23.7462091503268
22466,fairy tale cottage nightlight,2093,3626.45,2588.45,94,51,2.392736842105263,22.03157894736842,2010-12-01 09:58:00,2011-10-06 13:42:00,309,6.751612903225807,38.579255319148935
22236,cake stand 3 tier magic garden,308,3624.5999999999995,3387.0,88,67,12.525,3.5,2010-12-09 12:20:00,2011-11-23 16:34:00,349,0.88,41.188636363636355
23294,set of 6 snack loaf baking cases,4392,3607.81,3514.21,354,214,1.089776536312849,12.268156424581006,2011-07-12 15:56:00,2011-12-09 10:03:00,149,29.28,10.191553672316385
22053,empire design rosette,4244,3606.42,587.1,28,23,1.227857142857143,151.57142857142858,2010-12-10 10:21:00,2011-11-08 12:58:00,333,12.706586826347305,128.8007142857143
23032,drawer knob crackle glaze ivory,2154,3595.38,3595.38,194,115,1.7784848484848483,10.878787878787879,2011-06-14 13:51:00,2011-11-27 11:05:00,165,12.975903614457831,18.532886597938145
84968C,set of 16 vintage pistachio cutlery,317,3585.99,3585.99,104,36,14.927403846153847,3.048076923076923,2010-12-01 12:49:00,2011-11-23 12:05:00,356,0.8879551820728291,34.480673076923075
22348,tea bag plate red retrospot,4084,3583.29,3498.33,358,144,1.0849861495844875,11.313019390581717,2010-12-01 14:32:00,2011-12-09 10:03:00,372,10.94906166219839,10.009189944134079
23085,antique silver bauble lamp,376,3583.23,3356.43,78,64,10.834999999999999,4.476190476190476,2011-05-16 12:25:00,2011-12-08 19:28:00,206,1.816425120772947,45.93884615384616
71477,coloured glass star t-light holder,1012,3580.96,2571.28,52,31,4.481132075471698,19.09433962264151,2011-11-14 15:27:00,2011-12-08 16:30:00,24,40.48,68.86461538461539
23497,classic chrome bicycle bell,2498,3578.62,2906.62,193,149,1.6264141414141413,12.616161616161616,2011-10-28 13:04:00,2011-12-09 10:26:00,41,59.476190476190474,18.542072538860104
21494,rotating leaves t-light holder,1928,3571.33,3571.33,313,79,2.6051265822784813,6.10126582278481,2010-12-01 11:58:00,2011-12-09 10:26:00,372,5.168900804289544,11.41
22908,pack of 20 napkins red apples,4380,3569.58,3568.86,375,212,0.9678851174934725,11.43603133159269,2010-12-03 11:36:00,2011-12-09 12:20:00,371,11.774193548387096,9.51888
85132C,charlie and lola figures tins,1520,3562.3199999999997,3562.3199999999997,211,96,3.986509433962264,7.169811320754717,2010-12-02 12:33:00,2011-09-02 09:38:00,273,5.547445255474453,16.88303317535545
20717,strawberry shopper bag,2855,3561.98,3561.98,412,150,1.6730215827338129,6.84652278177458,2010-12-01 11:45:00,2011-12-09 10:26:00,372,7.654155495978553,8.645582524271845
22800,antique tall swirlglass trinket pot,870,3560.74,3310.42,203,109,4.955615763546798,4.285714285714286,2010-12-01 13:51:00,2011-12-09 10:03:00,372,2.3324396782841825,17.540591133004924
22669,red baby bunting,1128,3559.0,3559.0,234,143,3.7677777777777783,4.82051282051282,2010-12-01 14:32:00,2011-12-08 12:43:00,371,3.032258064516129,15.209401709401709
22739,ribbon reel christmas sock bauble,1818,3556.97,3556.97,318,168,2.3681619937694705,5.663551401869159,2010-12-01 11:57:00,2011-12-08 16:30:00,372,4.873994638069705,11.185440251572327
23210,white rocking horse hand painted,2849,3551.53,3551.53,192,115,1.4668316831683168,14.103960396039604,2011-06-02 09:04:00,2011-12-09 10:51:00,190,14.916230366492147,18.497552083333336
21974,set of 36 paisley flower doilies,2219,3545.6,3545.6,360,177,2.144388888888889,6.163888888888889,2010-12-01 17:06:00,2011-12-08 10:53:00,371,5.96505376344086,9.848888888888888
23332,ivory wicker heart large,2059,3542.71,3542.71,287,207,1.7616891891891888,6.956081081081081,2011-08-07 15:43:00,2011-12-09 10:03:00,123,16.60483870967742,12.343937282229966
23191,bundle of 3 retro note books,2141,3529.89,3529.89,276,178,1.8762411347517731,7.592198581560283,2011-05-10 08:58:00,2011-12-09 10:03:00,213,10.004672897196262,12.78945652173913
21703,bag 125g swirly marbles,9390,3528.89,3343.85,294,175,0.495738255033557,31.51006711409396,2010-12-01 14:32:00,2011-12-09 10:03:00,372,25.17426273458445,12.003027210884353
22180,retrospot lamp,330,3521.54,3521.54,155,92,11.514709677419354,2.129032258064516,2010-12-01 10:37:00,2011-11-07 12:06:00,341,0.9649122807017544,22.719612903225805
22688,doormat peace on earth blue,705,3519.6600000000003,955.26,32,26,9.140625,22.03125,2010-12-01 13:23:00,2011-12-08 14:38:00,372,1.8900804289544235,109.98937500000001
23091,zinc herb garden container,556,3516.64,3516.64,204,155,6.744,2.7121951219512197,2011-05-11 09:28:00,2011-11-10 18:04:00,183,3.0217391304347827,17.23843137254902
21992,vintage paisley stationery set,1901,3510.72,3510.72,436,160,2.065475113122172,4.300904977375565,2010-12-01 12:23:00,2011-11-15 14:48:00,349,5.4314285714285715,8.052110091743119
23353,6 gift tags vintage christmas,4007,3510.05,3510.05,327,227,0.9988519637462235,12.105740181268882,2011-08-02 14:04:00,2011-12-09 12:19:00,128,31.06201550387597,10.734097859327218
23189,set of 12 fork candles,1249,3507.5099999999998,3452.07,141,89,3.3956338028169015,8.795774647887324,2011-08-03 15:38:00,2011-12-08 16:30:00,127,9.7578125,24.87595744680851
21715,girls vintage tin seaside bucket,1330,3507.17,3507.17,231,116,3.261293103448276,5.732758620689655,2010-12-01 12:03:00,2011-12-08 13:50:00,372,3.5656836461126007,15.182554112554113
22760,"tray, breakfast in bed",275,3491.8599999999997,2980.96,80,50,14.710749999999999,3.4375,2010-12-01 12:43:00,2011-09-05 10:00:00,277,0.9892086330935251,43.64825
21238,red retrospot cup,3969,3488.44,3488.44,387,160,1.0694117647058823,10.15089514066496,2010-12-01 14:32:00,2011-12-09 10:23:00,372,10.640750670241287,9.01405684754522
21745,gaolers keys decorative garden,935,3475.73,3475.73,214,115,3.968046511627907,4.348837209302325,2010-12-01 17:06:00,2011-12-07 11:43:00,370,2.5202156334231804,16.241728971962615
82580,bathroom metal sign,5881,3473.21,3473.21,631,210,0.8306466876971609,9.27602523659306,2010-12-01 11:21:00,2011-12-09 10:26:00,372,15.766756032171582,5.504294770206022
22065,christmas pudding trinket pot,6729,3462.25,3177.85,241,132,1.0662948207171314,26.808764940239044,2010-12-01 14:32:00,2011-12-09 10:03:00,372,18.040214477211798,14.366182572614107
21243,pink  polkadot plate,2065,3449.6,3449.6,185,95,2.1288709677419355,11.102150537634408,2010-12-01 11:49:00,2011-10-25 14:39:00,328,6.276595744680851,18.646486486486484
84508A,camouflage design teddy,1631,3448.05,1975.6499999999999,36,17,2.4124999999999996,45.30555555555556,2010-12-01 14:41:00,2011-09-21 09:54:00,293,5.5476190476190474,95.77916666666667
22435,set of 9 heart shaped balloons,2757,3445.5,3445.5,266,153,1.4632089552238805,10.287313432835822,2010-12-01 11:21:00,2011-12-07 13:38:00,371,7.411290322580645,12.953007518796992
23350,roll wrap vintage spot,2712,3445.08,3445.08,305,205,1.4612861736334404,8.720257234726688,2011-08-04 15:23:00,2011-12-09 12:19:00,126,21.35433070866142,11.295344262295082
23426,metal sign drop your pants,1275,3444.43,3388.9900000000002,206,126,3.3344711538461542,6.1298076923076925,2011-09-05 16:22:00,2011-12-09 10:03:00,94,13.421052631578947,16.720533980582523
21588,retrospot giant tube matches,1494,3442.5,2614.5,132,99,2.5266666666666664,11.066666666666666,2010-12-01 12:43:00,2011-12-08 11:43:00,371,4.016129032258065,26.079545454545453
21385,ivory hanging decoration  heart,3883,3442.45,3394.93,317,153,1.1086196319018404,11.911042944785276,2010-12-01 14:32:00,2011-12-08 09:28:00,371,10.438172043010752,10.859463722397475
21463,mirrored disco ball,649,3435.05,3327.05,134,77,5.797388059701492,4.843283582089552,2010-12-01 11:21:00,2011-12-07 10:11:00,370,1.7493261455525606,25.634701492537314
23354,6 gift tags 50's christmas,3740,3429.4,3410.2000000000003,322,235,0.9722121212121212,11.333333333333334,2011-08-02 14:04:00,2011-12-09 10:26:00,128,28.992248062015506,10.650310559006211
23156,set of 5 mini grocery magnets,1665,3423.29,3308.09,205,117,2.261497584541063,8.043478260869565,2011-03-25 11:01:00,2011-12-08 15:31:00,258,6.428571428571429,16.698975609756097
23127,feltcraft girl nicole kit,668,3422.4,3422.4,182,137,5.279782608695652,3.630434782608696,2011-03-03 12:06:00,2011-12-09 08:59:00,280,2.377224199288256,18.804395604395605
23014,glass apothecary bottle elixir,856,3419.5800000000004,3419.5800000000004,209,122,4.863838862559241,4.056872037914692,2011-06-14 13:04:00,2011-12-09 10:26:00,177,4.808988764044944,16.361626794258374
84509A,set of 4 english rose placemats,896,3417.28,3388.48,230,103,4.501217391304348,3.8956521739130436,2010-12-01 11:21:00,2011-12-08 16:30:00,372,2.4021447721179623,14.857739130434783
47567B,tea time kitchen apron,602,3414.5,3267.8,133,81,6.340522388059702,4.492537313432836,2010-12-01 17:06:00,2011-12-05 17:28:00,369,1.627027027027027,25.672932330827066
23388,woodland mini backpack,816,3411.34,3020.7400000000002,152,114,4.640657894736842,5.368421052631579,2011-09-11 15:47:00,2011-12-09 10:26:00,88,9.168539325842696,22.443026315789474
22300,coffee mug dog + ball design,1528,3409.21,3108.9700000000003,196,100,3.1201020408163265,7.795918367346939,2010-12-01 14:32:00,2011-12-09 10:03:00,372,4.096514745308311,17.39392857142857
21497,fancy fonts birthday wrap,8550,3409.0,3220.2,230,177,0.4182608695652174,37.17391304347826,2010-12-01 13:23:00,2011-12-09 12:16:00,372,22.92225201072386,14.821739130434782
22311,office mug warmer black+silver,1132,3403.76,2546.96,142,61,4.082222222222223,7.861111111111111,2010-12-01 13:38:00,2011-12-06 16:33:00,370,3.0512129380053907,23.970140845070425
22782,set 3 wicker storage baskets,241,3399.95,3265.1499999999996,74,65,19.355405405405406,3.2567567567567566,2010-12-13 15:46:00,2011-12-07 11:42:00,358,0.6713091922005571,45.94527027027027
21429,red gingham rose jewellery box,1740,3391.15,3391.15,286,147,2.321786941580756,5.979381443298969,2010-12-01 14:03:00,2011-12-08 16:30:00,372,4.664879356568365,11.857167832167832
22029,spaceboy birthday card,8161,3387.57,3387.57,527,234,0.5244318181818182,15.456439393939394,2010-12-02 09:44:00,2011-12-09 10:03:00,372,21.87935656836461,6.428026565464896
84032A,charlie+lola pink hot water bottle,1003,3384.98,3308.54,313,78,3.4974203821656054,3.194267515923567,2010-12-01 14:32:00,2011-12-09 11:20:00,372,2.689008042895442,10.814632587859425
22653,button box,1876,3378.5,3220.7,250,73,1.9483399209486165,7.41501976284585,2010-12-01 12:43:00,2011-12-09 10:03:00,372,5.029490616621984,13.514
23188,vintage  2 metre folding ruler,1627,3374.0499999999997,2726.1,152,102,1.9993506493506492,10.564935064935066,2011-10-06 19:49:00,2011-12-09 10:03:00,63,25.421875,22.19769736842105
22776,sweetheart 3 tier cake stand,284,3371.58,3195.9,158,99,12.072264150943397,1.7861635220125787,2011-08-31 16:09:00,2011-12-09 10:26:00,99,2.84,21.339113924050633
22812,pack 3 boxes christmas pannetone,1649,3359.8199999999997,3359.8199999999997,161,92,2.749156626506024,9.933734939759036,2010-12-01 11:41:00,2011-11-13 11:50:00,347,4.738505747126437,20.86844720496894
79000,moroccan tea glass,4162,3357.3399999999997,3083.44,125,69,1.01512,33.296,2010-12-03 10:26:00,2011-09-12 16:14:00,283,14.654929577464788,26.858719999999998
21993,floral folk stationery set,1937,3355.84,3355.84,425,151,2.024824355971897,4.5362997658079625,2010-12-01 14:32:00,2011-12-09 10:03:00,372,5.193029490616622,7.896094117647059
22687,doormat christmas village,590,3354.22,1476.82,52,30,11.319807692307693,11.346153846153847,2011-03-17 18:18:00,2011-12-08 09:28:00,265,2.218045112781955,64.50423076923076
23239,set of 4 knick knack tins poppies,842,3353.84,3177.44,178,125,4.393646408839779,4.651933701657459,2011-06-08 12:44:00,2011-12-09 08:39:00,183,4.576086956521739,18.84179775280899
22563,happy stencil craft,2823,3348.18,3226.5,281,171,1.3495070422535211,9.940140845070422,2010-12-05 11:10:00,2011-12-08 16:30:00,368,7.650406504065041,11.915231316725977
22432,watering can pink bunny,1716,3342.8199999999997,3342.8199999999997,277,158,2.247849462365591,6.150537634408602,2010-12-01 14:32:00,2011-12-08 18:15:00,372,4.600536193029491,12.067942238267147
22165,"diamante heart shaped wall mirror,",415,3328.2,2943.0,146,27,11.87312925170068,2.82312925170068,2010-12-01 17:06:00,2011-12-09 10:46:00,372,1.1126005361930296,22.795890410958904
22079,ribbon reel hearts design,1897,3325.29,3325.29,323,190,2.0423312883435583,5.819018404907975,2010-12-05 11:02:00,2011-12-07 14:12:00,367,5.154891304347826,10.295015479876161
22179,set 10 lights night owl,461,3317.4700000000003,2970.67,119,53,9.038333333333332,3.841666666666667,2010-12-01 11:49:00,2011-05-13 10:02:00,162,2.8282208588957056,27.87789915966387
23065,large deco jewellery stand,263,3302.44,2866.84,95,77,12.99621052631579,2.768421052631579,2011-04-15 16:11:00,2011-10-20 12:23:00,187,1.398936170212766,34.76252631578947
22855,fine wicker heart,2642,3301.73,3301.73,237,152,1.5268487394957984,11.100840336134453,2010-12-01 15:40:00,2011-08-30 16:43:00,272,9.677655677655677,13.931350210970464
22962,jam jar with pink lid,3896,3288.11,3195.23,342,180,1.058187134502924,11.391812865497077,2010-12-01 10:19:00,2011-12-09 10:03:00,372,10.445040214477212,9.6143567251462
22244,3 hook hanger magic garden,1703,3276.2099999999996,3009.81,159,66,2.8271249999999997,10.64375,2010-12-01 13:04:00,2011-09-28 15:50:00,301,5.639072847682119,20.60509433962264
22460,embossed glass tealight holder,2546,3273.5,3253.58,211,118,1.5488151658767773,12.066350710900474,2010-12-02 10:39:00,2011-12-09 12:31:00,372,6.825737265415549,15.514218009478673
23308,set of 60 vintage leaf cake cases,6139,3272.6099999999997,3192.21,382,209,0.6942159383033419,15.781491002570695,2011-06-05 14:06:00,2011-12-09 10:03:00,186,32.82887700534759,8.567041884816753
22967,set 3 song bird paper eggs assorted,1171,3271.4100000000003,2843.01,138,122,3.0120289855072464,8.485507246376812,2011-01-14 14:11:00,2011-12-07 14:39:00,327,3.5701219512195124,23.705869565217395
21868,potting shed tea mug,2477,3259.75,3259.75,302,153,1.7556578947368422,8.148026315789474,2010-12-01 17:06:00,2011-12-05 17:17:00,369,6.694594594594594,10.793874172185431
23395,belle jardiniere cushion cover,748,3257.08,3257.08,210,141,4.915592417061611,3.5450236966824646,2011-09-04 12:07:00,2011-12-08 18:42:00,95,7.791666666666667,15.509904761904762
23053,recycled acapulco mat pink,364,3254.32,3254.32,164,105,9.819390243902438,2.2195121951219514,2011-03-04 13:58:00,2011-12-09 10:03:00,279,1.3,19.84341463414634
22567,20 dolly pegs retrospot,2448,3251.6,2820.2,222,135,1.569642857142857,10.928571428571429,2010-12-01 13:24:00,2011-12-09 12:20:00,372,6.563002680965147,14.646846846846847
22187,green christmas tree card holder,1266,3245.68,3245.68,192,123,3.9398969072164944,6.525773195876289,2010-12-01 13:20:00,2011-12-09 10:26:00,372,3.3941018766756033,16.90458333333333
22430,enamel watering can cream,617,3241.34,3164.94,195,131,5.763367346938776,3.1479591836734695,2010-12-01 14:32:00,2011-12-08 12:07:00,371,1.6586021505376345,16.622256410256412
22746,poppy's playhouse livingroom,1447,3236.54,3236.54,328,179,2.5151975683890577,4.398176291793313,2010-12-01 17:06:00,2011-12-08 16:30:00,371,3.889784946236559,9.8675
23051,recycled acapulco mat blue,365,3223.49,3223.49,162,95,9.636790123456791,2.253086419753086,2011-03-04 13:58:00,2011-12-09 10:03:00,279,1.3035714285714286,19.898086419753085
23230,wrap alphabet design,7976,3217.92,3217.92,235,178,0.41736170212765955,33.94042553191489,2011-01-13 11:48:00,2011-12-08 14:14:00,329,24.169696969696968,13.693276595744681
20973,12 pencil small tube woodland,4497,3210.27,3155.07,355,191,0.7885479452054794,12.32054794520548,2010-12-01 12:54:00,2011-12-09 10:03:00,372,12.056300268096514,9.043014084507043
23393,home sweet home cushion cover,801,3207.91,3207.91,229,165,4.481428571428571,3.4675324675324677,2011-09-04 12:07:00,2011-12-08 16:30:00,95,8.34375,14.008340611353711
21135,victorian  metal postcard spring,2869,3206.0,3206.0,177,122,1.8941208791208792,15.763736263736265,2010-12-01 12:58:00,2011-12-08 10:40:00,371,7.712365591397849,18.112994350282484
22360,glass jar english confectionery,1010,3192.82,3131.6200000000003,214,102,3.937720930232558,4.6976744186046515,2010-12-01 13:21:00,2011-12-08 12:43:00,371,2.71505376344086,14.919719626168225
22491,pack of 12 coloured pencils,3947,3183.63,2891.31,219,162,0.9124886877828055,17.85972850678733,2010-12-02 10:35:00,2011-12-09 09:38:00,371,10.61021505376344,14.537123287671234
21115,rose caravan doorstop,562,3162.24,2703.84,162,104,7.511472392638037,3.4478527607361964,2010-12-01 09:59:00,2011-12-09 10:26:00,373,1.5026737967914439,19.52
23342,mint diner wall clock,371,3159.41,3067.61,162,104,8.835555555555555,2.2901234567901234,2011-06-24 09:22:00,2011-12-07 12:19:00,166,2.2215568862275448,19.50253086419753
23035,drawer knob ceramic ivory,2155,3147.79,3147.79,190,110,1.646020942408377,11.282722513089006,2011-06-14 13:15:00,2011-12-08 16:30:00,177,12.106741573033707,16.567315789473685
23323,white wicker star,1469,3146.78,3146.78,294,210,2.251291390728477,4.864238410596027,2011-06-23 18:33:00,2011-12-09 10:03:00,168,8.692307692307692,10.703333333333333
72807C,set/3 vanilla scented candle in box,721,3145.05,2826.45,157,83,5.298535031847134,4.592356687898089,2010-12-01 14:32:00,2011-11-25 14:25:00,358,2.0083565459610027,20.032165605095543
22465,hanging metal star lantern,2053,3141.54,3141.54,198,119,1.87605,10.265,2010-12-01 11:41:00,2011-12-09 11:56:00,373,5.489304812834225,15.866363636363635
84968A,set of 16 vintage rose cutlery,267,3139.2999999999997,2980.9,98,32,13.837070707070707,2.696969696969697,2010-12-05 14:02:00,2011-12-04 15:13:00,364,0.7315068493150685,32.03367346938775
21381,mini wooden happy birthday garland,1811,3131.2400000000002,2479.64,224,88,2.377920353982301,8.013274336283185,2010-12-02 11:41:00,2011-12-06 11:58:00,369,4.894594594594595,13.978750000000002
22778,glass cloche small,804,3131.02,3131.02,142,79,4.9038775510204085,5.469387755102041,2010-12-01 09:41:00,2011-11-24 12:48:00,358,2.2395543175487465,22.04943661971831
21561,dinosaur lunch box with cutlery,1281,3127.38,3127.38,213,116,3.0350467289719627,5.985981308411215,2010-12-02 12:28:00,2011-12-08 16:30:00,371,3.443548387096774,14.682535211267606
23346,spaceboy beaker,2628,3112.34,2518.34,184,106,1.5186559139784948,14.129032258064516,2011-07-24 16:13:00,2011-12-08 16:30:00,137,19.043478260869566,16.914891304347826
21240,blue polkadot cup,3570,3110.2599999999998,3041.86,325,149,1.113211009174312,10.917431192660551,2010-12-02 17:17:00,2011-12-08 11:21:00,370,9.622641509433961,9.570030769230769
20754,retrospot red washing up gloves,1457,3088.86,3088.86,304,153,2.5132573289902282,4.745928338762215,2010-12-01 12:43:00,2011-11-20 14:43:00,354,4.104225352112676,10.160723684210527
20828,glitter butterfly clips,1128,3074.78,3074.78,241,116,3.1662903225806454,4.548387096774194,2010-12-02 13:32:00,2011-12-08 09:28:00,370,3.0404312668463613,12.758423236514524
23188,vintage  2 meter folding ruler,1844,3073.7200000000003,3048.52,181,131,1.8808196721311474,10.076502732240437,2011-06-14 09:43:00,2011-11-08 10:29:00,147,12.45945945945946,16.981878453038675
84997A,green 3 piece polkadot cutlery set,845,3069.46,2069.38,74,55,4.073648648648648,11.41891891891892,2010-12-01 16:49:00,2011-03-04 10:49:00,92,9.086021505376344,41.47918918918919
22564,alphabet stencil craft,2697,3057.27,2417.91,186,120,1.3571505376344086,14.5,2010-12-02 10:17:00,2011-12-08 13:50:00,371,7.25,16.43693548387097
23461,sweetheart bird house,847,3041.21,1178.81,94,75,4.551500000000001,8.47,2011-09-29 15:57:00,2011-12-07 17:25:00,69,12.1,32.35329787234043
22604,set of 4 napkin charms cutlery,1251,3039.6600000000003,2466.06,125,77,2.8548837209302325,9.69767441860465,2010-12-01 12:43:00,2011-12-08 11:43:00,371,3.3629032258064515,24.317280000000004
23329,decorative wicker heart large,1767,3038.19,3038.19,233,168,1.7691199999999998,7.068,2011-08-07 15:43:00,2011-12-08 18:42:00,123,14.25,13.039442060085838
22972,children's spaceboy mug,1771,3028.04,3028.04,227,137,1.9899561403508772,7.767543859649122,2010-12-01 11:45:00,2011-12-08 13:36:00,372,4.7479892761394105,13.339383259911894
22894,tablecloth red apples design,305,3027.38,3027.38,122,82,10.172682926829268,2.4796747967479673,2010-12-05 12:42:00,2011-12-09 12:20:00,368,0.8265582655826558,24.814590163934426
23242,treasure tin buffalo bill,1470,3024.63,2825.9100000000003,214,132,2.2825345622119815,6.774193548387097,2011-06-08 12:49:00,2011-12-08 09:28:00,182,8.032786885245901,14.133785046728972
22810,set of 6 t-lights snowmen,944,3022.0800000000004,3022.0800000000004,165,106,3.5977108433734943,5.686746987951807,2010-12-01 11:21:00,2011-12-05 17:36:00,369,2.5513513513513515,18.315636363636365
22892,set of salt and pepper toadstools,2472,3021.6,3021.6,199,117,1.2452261306532664,12.422110552763819,2010-12-03 13:59:00,2011-11-22 11:34:00,353,6.983050847457627,15.183919597989949
22592,cardholder holly wreath metal,658,3021.12,3021.12,135,79,5.085037037037037,4.874074074074074,2010-12-01 14:41:00,2011-12-09 10:03:00,372,1.7640750670241288,22.378666666666668
23237,set of 4 knick knack tins leaf,747,3020.61,2844.21,123,94,4.271626016260163,6.073170731707317,2011-07-05 11:49:00,2011-12-09 12:09:00,157,4.727848101265823,24.55780487804878
21714,citronella candle garden pot,1651,3010.65,3010.65,225,106,1.8948458149779734,7.273127753303965,2010-12-02 15:46:00,2011-12-09 10:23:00,371,4.438172043010753,13.380666666666666
22945,christmas metal tags assorted,2991,3008.92,3008.92,172,118,2.2110857142857143,17.091428571428573,2010-12-01 12:23:00,2011-12-08 09:28:00,371,8.040322580645162,17.49372093023256
23236,doiley storage tin,1094,3004.46,2774.06,122,93,3.103008130081301,8.894308943089431,2011-06-08 12:44:00,2011-11-10 16:51:00,155,7.012820512820513,24.62672131147541
23390,dolly girl mini backpack,739,2992.3900000000003,2601.79,161,116,4.392682926829269,4.5060975609756095,2011-09-11 13:39:00,2011-12-09 10:13:00,88,8.303370786516854,18.58627329192547
21201,tropical  honeycomb paper garland,1240,2987.82,2613.42,101,44,3.166153846153846,11.923076923076923,2010-12-03 11:28:00,2011-12-09 10:03:00,370,3.3423180592991915,29.582376237623762
22644,ceramic cherry cake money bank,2214,2986.97,2986.97,276,146,2.1284420289855075,8.021739130434783,2010-12-01 09:41:00,2011-12-09 11:20:00,373,5.919786096256685,10.822355072463768
21810,christmas hanging star with bell,5840,2981.8399999999997,2981.8399999999997,252,129,0.744638783269962,22.20532319391635,2010-12-01 12:49:00,2011-12-09 10:51:00,372,15.656836461126005,11.832698412698411
16161P,wrap english rose,7201,2980.42,2980.42,248,189,0.41943548387096774,29.036290322580644,2010-12-02 18:08:00,2011-12-07 11:43:00,369,19.462162162162162,12.017822580645161
22331,woodland party bag + sticker set,1840,2975.14,2924.74,183,101,2.0058469945355193,10.05464480874317,2010-12-01 17:06:00,2011-12-09 11:59:00,372,4.932975871313673,16.2575956284153
21411,gingham heart  doorstop red,785,2961.83,2958.23,241,147,4.917489711934157,3.230452674897119,2010-12-01 09:59:00,2011-12-09 10:26:00,373,2.0989304812834226,12.289751037344399
21918,set 12 kids colour  chalk sticks,7199,2950.25,2902.73,369,193,0.5195967741935483,19.352150537634408,2010-12-02 09:44:00,2011-12-09 12:16:00,372,19.300268096514746,7.995257452574526
22906,12 message cards with envelopes,1733,2947.87,2947.87,251,150,2.0496899224806198,6.717054263565892,2010-12-01 12:43:00,2011-12-09 12:20:00,372,4.646112600536193,11.744501992031871
21625,vintage union jack apron,407,2939.51,2939.51,169,97,8.065411764705884,2.3941176470588235,2010-12-01 13:21:00,2011-12-07 15:07:00,371,1.0940860215053763,17.393550295857988
35004B,set of 3 black flying ducks,577,2934.81,2816.0099999999998,111,30,6.268839285714286,5.151785714285714,2010-12-01 10:51:00,2011-12-09 11:34:00,373,1.5427807486631016,26.43972972972973
22777,glass cloche large,350,2934.53,1917.08,57,36,10.711929824561404,6.140350877192983,2010-12-02 16:34:00,2011-07-21 18:21:00,231,1.5086206896551724,51.482982456140356
23211,red rocking horse hand painted,2329,2930.57,2930.57,160,82,1.5651851851851852,14.376543209876543,2011-06-02 09:37:00,2011-12-08 16:30:00,189,12.257894736842106,18.3160625
85174,s/4 cacti candles,613,2927.08,2927.08,157,55,7.02828025477707,3.9044585987261144,2010-12-01 16:11:00,2011-12-09 10:26:00,372,1.64343163538874,18.643821656050957
22078,ribbon reel lace design,1369,2923.21,2769.61,192,105,2.6293401015228426,6.949238578680203,2010-12-01 17:06:00,2011-12-09 08:59:00,372,3.670241286863271,15.225052083333333
22990,cotton apron pantry design,633,2917.43,2618.23,164,117,5.315301204819277,3.8132530120481927,2011-02-06 14:33:00,2011-12-08 19:57:00,305,2.0686274509803924,17.78920731707317
22843,biscuit tin vintage green,450,2904.52,2802.52,126,92,7.27,3.5714285714285716,2010-12-05 14:02:00,2011-12-05 11:58:00,364,1.2328767123287672,23.05174603174603
21313,glass heart t-light holder,3321,2893.77,2893.77,214,96,1.149158878504673,15.518691588785046,2010-12-01 14:32:00,2011-12-09 12:00:00,372,8.90348525469169,13.522289719626167
23290,spaceboy childrens bowl,2430,2890.3500000000004,2890.3500000000004,214,125,1.4357009345794394,11.355140186915888,2011-06-13 16:33:00,2011-12-09 10:03:00,178,13.575418994413408,13.506308411214954
23345,dolly girl beaker,2451,2886.25,2292.25,174,100,1.5064204545454545,13.926136363636363,2011-07-24 16:13:00,2011-12-09 10:03:00,137,17.76086956521739,16.58764367816092
23283,doormat vintage leaves design,430,2881.18,2606.78,91,75,7.847912087912087,4.725274725274725,2011-04-27 13:06:00,2011-07-24 14:33:00,88,4.831460674157303,31.66131868131868
23056,flowers chandelier t-light holder,960,2879.37,1517.85,38,32,6.182564102564102,24.615384615384617,2011-04-19 14:56:00,2011-11-23 13:39:00,217,4.4036697247706424,75.7728947368421
22774,red drawer knob acrylic edwardian,2254,2871.75,2811.99,140,56,1.5968794326241134,15.98581560283688,2010-12-01 09:41:00,2011-12-07 11:42:00,371,6.059139784946237,20.5125
21990,modern floral stationery set,1672,2870.0,2870.0,366,127,1.9954200542005418,4.531165311653116,2010-12-01 14:32:00,2011-12-09 11:34:00,372,4.482573726541555,7.841530054644808
21976,pack of 60 mushroom cake cases,5199,2869.9,2869.9,393,181,0.8403266331658291,13.06281407035176,2010-12-01 11:57:00,2011-12-09 10:03:00,372,13.93833780160858,7.302544529262087
22354,retrospot padded seat cushion,750,2860.98,2821.38,83,43,4.555903614457831,9.036144578313253,2010-12-05 12:42:00,2011-12-06 16:26:00,366,2.043596730245232,34.469638554216864
23427,stool home sweet home,237,2860.58,2420.18,114,87,12.967478260869566,2.0608695652173914,2011-09-04 12:07:00,2011-12-08 11:15:00,94,2.4947368421052634,25.09280701754386
22426,enamel wash bowl cream,742,2855.21,2855.21,208,104,4.903253588516746,3.550239234449761,2010-12-02 13:45:00,2011-12-08 11:21:00,370,2.0,13.726971153846154
22797,chest of drawers gingham heart,163,2851.36,2526.46,91,63,18.919890109890108,1.7912087912087913,2010-12-01 13:31:00,2011-12-07 08:38:00,370,0.4393530997304582,31.333626373626377
