stock_code,description,total_quantity,total_revenue,avg_unit_price,total_orders,unique_customers,revenue_percentage,cumulative_revenue_percentage,abc_category,avg_daily_demand,demand_std,max_daily_demand,demand_days,safety_stock,reorder_point,inventory_priority,movement_category,avg_daily_demand_capped,reorder_point_capped,annual_demand,holding_cost,eoq
82551,laundry 15c metal sign,2918,4542.889999999999,1.7629745042492915,351,156,0.00042687866003917983,0.7086346937080813,A,14.303921568627452,35.289314928067675,301,204,154.05513954188535,254.1825905222775,Critical,Fast Moving,14.303921568627452,254.1825905222775,2918,0.35259490084985834,910.0
20974,12 pencils small tube skull,6976,4527.43,0.7523415977961433,355,195,0.00042542594071641275,0.7090601196487977,A,34.88,65.84980321090241,480,200,287.466635244674,531.626635244674,Critical,Fast Moving,34.88,531.626635244674,6976,0.15046831955922868,2153.0
23275,set of 3 hanging owls ollie beak,3720,4521.72,1.4738323353293412,325,171,0.0004248893930234632,0.7094850090418211,A,30.0,45.688232994353605,218,124,199.45150886930864,409.45150886930867,Critical,Fast Moving,30.0,409.45150886930867,3720,0.29476646706586823,1123.0
23163,regency sugar tongs,1832,4515.22,3.329234449760766,209,95,0.0004242786119369181,0.709909287653758,A,13.878787878787879,20.426008829124832,137,132,89.16953040513198,186.32104555664714,Critical,Fast Moving,13.878787878787879,186.32104555664714,1832,0.6658468899521532,525.0
23112,parisienne curio cabinet,546,4507.08,9.16721991701245,241,134,0.00042351372608392165,0.710332801379842,A,4.232558139534884,4.024362581334653,31,129,17.568313250012974,47.19622022675716,Critical,Medium Moving,4.232558139534884,47.19622022675716,546,1.83344398340249,173.0
23309,set of 60 i love london cake cases,8275,4495.849999999999,0.7424170616113744,407,178,0.0004224584842990138,0.710755259864141,A,54.44078947368421,96.95351064227985,650,152,423.24954852530897,804.3350748410985,Critical,Fast Moving,54.44078947368421,804.3350748410985,8275,0.14848341232227488,2361.0
22938,cupcake lace paper set 6,2367,4488.63,2.093191489361702,186,160,0.0004217800474613438,0.7111770399116023,A,16.78723404255319,21.578696012051957,156,141,94.20157438716868,211.712212685041,Critical,Fast Moving,16.78723404255319,211.712212685041,2367,0.4186382978723404,752.0
21934,skull shoulder bag,2421,4480.28,2.140631067961165,411,85,0.00042099542868093587,0.7115980353402832,A,11.583732057416269,13.767433823400339,120,209,60.10159004562312,141.187714447537,Critical,Fast Moving,11.583732057416269,141.187714447537,2421,0.428126213592233,752.0
23167,small ceramic top storage jar,5847,4476.01,1.0025210084033613,231,129,0.0004205941924902363,0.7120186295327734,A,46.039370078740156,130.59730919071043,1350,127,570.1212033211692,892.3967938723504,Critical,Fast Moving,46.039370078740156,892.3967938723504,5847,0.2005042016806723,1708.0
84987,set of 36 teatime paper doilies,3051,4471.17,1.9834730538922156,334,201,0.0004201393954965628,0.71243876892827,A,15.72680412371134,29.92741829659313,182,194,130.647835221733,240.7354640877124,Critical,Fast Moving,15.72680412371134,240.7354640877124,3051,0.39669461077844315,877.0
21906,pharmacie first aid tin,581,4470.8099999999995,9.662068965517241,173,71,0.0004201055676210002,0.7128588744958909,A,4.574803149606299,12.273031271365952,115,127,53.577791151972754,85.60141319921685,Critical,Medium Moving,4.574803149606299,85.60141319921685,581,1.9324137931034482,173.0
22775,purple drawerknob acrylic edwardian,3105,4469.37,1.743677685950413,237,79,0.00041997025611875026,0.7132788447520096,A,18.157894736842106,27.91254586594112,205,171,121.85193045294098,248.9571936108357,Critical,Fast Moving,18.157894736842106,248.9571936108357,3105,0.34873553719008266,944.0
22942,christmas lights 10 santas,608,4460.54,8.33764705882353,152,111,0.0004191405335042591,0.7136979852855139,A,8.106666666666667,10.281935527817621,55,75,44.88568326495836,101.63234993162503,Critical,Medium Moving,8.106666666666667,101.63234993162503,608,1.667529411764706,191.0
22089,paper bunting vintage paisley,1423,4457.43,3.5026277372262773,272,142,0.00041884829824592756,0.7141168335837598,A,8.838509316770187,11.00335211487732,79,161,48.035019918669306,109.90458513606062,Critical,Fast Moving,8.838509316770187,109.90458513606062,1423,0.7005255474452555,451.0
23288,green vintage spot beaker,4625,4444.2300000000005,1.0418817204301074,185,107,0.0004176079428086361,0.7145344415265684,A,42.43119266055046,200.3789173029196,1952,109,874.7520922204394,1171.7704408442926,Critical,Fast Moving,42.43119266055046,1171.7704408442926,4625,0.2083763440860215,1490.0
23530,wall art only one person,1050,4406.57,5.584883720930232,86,59,0.00041406917115951493,0.7149485106977279,A,23.333333333333332,37.149574817094596,145,45,162.17608485840321,325.50941819173653,Critical,Fast Moving,23.333333333333332,325.50941819173653,1050,1.1169767441860465,307.0
22626,black kitchen scales,517,4401.860000000001,9.169145728643217,199,134,0.00041362658978757235,0.7153621372875155,A,3.6666666666666665,5.618422079789545,48,141,24.527163513133765,50.19383017980043,Critical,Medium Moving,3.6666666666666665,50.19383017980043,517,1.8338291457286435,168.0
20975,12 pencils small tube red retrospot,6633,4383.27,0.7378688524590163,362,231,0.0004118797558800535,0.7157740170433956,A,40.2,78.50331669240045,776,165,342.70541755203146,624.1054175520314,Critical,Fast Moving,40.2,624.1054175520314,6633,0.14757377049180329,2120.0
15056P,edwardian parasol pink,776,4354.92,6.352222222222222,144,87,0.00040921581067950697,0.7161832328540751,A,6.632478632478633,12.39131946621358,72,117,54.094177043865365,100.52152747121579,Critical,Medium Moving,6.632478632478633,100.52152747121579,776,1.2704444444444445,247.0
84997C,blue 3 piece polkadot cutlery set,1201,4346.27,3.916372549019608,102,80,0.000408403002002797,0.716591635856078,A,22.24074074074074,53.3365728837926,366,54,232.8402575977275,388.5254427829127,Critical,Fast Moving,22.24074074074074,388.5254427829127,1201,0.7832745098039217,392.0
23349,roll wrap vintage christmas,3221,4342.6,1.5426530612244898,337,214,0.00040805814560470157,0.7169996940016827,A,35.395604395604394,38.671804003801334,270,91,168.82136063807894,416.5905914073097,Critical,Fast Moving,35.395604395604394,416.5905914073097,3221,0.308530612244898,1022.0
16014,small chinese style scissor,13328,4335.76,0.4014814814814815,54,34,0.00040741541596901417,0.7174071094176517,A,272.0,635.7414962073814,3020,49,2775.322930196592,4679.322930196592,Critical,Fast Moving,98.84146341463475,3467.2131740990353,13328,0.08029629629629631,4074.0
84692,box of 24 cocktail parasols,7903,4327.38,0.6784745762711863,583,209,0.00040662797819897604,0.7178137373958507,A,30.513513513513512,38.70293854910833,426,259,168.95727817378682,382.5518727683814,Critical,Fast Moving,30.513513513513512,382.5518727683814,7903,0.13569491525423727,2413.0
22899,children's apron dolly girl,2069,4326.43,2.442825396825397,313,190,0.0004065387101940195,0.7182202761060448,A,10.720207253886011,16.260716208810997,115,193,70.98598852671304,146.02743930391512,Critical,Fast Moving,10.720207253886011,146.02743930391512,2069,0.4885650793650794,651.0
21892,traditional wooden catch cup game,3192,4317.16,1.6051196172248803,412,235,0.0004056676423982852,0.718625943748443,A,15.96,21.057194189532428,150,200,91.92496357159023,203.6449635715902,Critical,Fast Moving,15.96,203.6449635715902,3192,0.3210239234449761,997.0
21498,red retrospot wrap,10526,4311.92,0.4180357142857143,336,238,0.0004051752588762089,0.7190311190073192,A,54.538860103626945,58.75815362521077,600,193,256.50811228289945,638.2801330082881,Critical,Fast Moving,54.538860103626945,638.2801330082881,10526,0.08360714285714287,3548.0
23168,classic cafe sugar dispenser,3075,4311.35,1.7985757575757575,325,132,0.00040512169807323495,0.7194362407053925,A,21.20689655172414,23.977389972327224,163,145,104.67304807606634,253.12132393813533,Critical,Fast Moving,21.20689655172414,253.12132393813533,3075,0.35971515151515154,925.0
22327,round snack boxes set of 4 skulls,1167,4304.25,4.334896551724138,287,106,0.0004044545371940857,0.7198406952425865,A,6.308108108108108,10.686093624181423,109,185,46.650031256955984,90.80678801371275,Critical,Fast Moving,6.308108108108108,90.80678801371275,1167,0.8669793103448277,367.0
23050,recycled acapulco mat green,497,4286.55,9.223268292682926,205,116,0.00040279133331226304,0.7202434865758988,A,4.211864406779661,3.683763624745189,22,118,16.08143202570569,45.564482873163314,Critical,Medium Moving,4.211864406779661,45.564482873163314,497,1.8446536585365854,164.0
22723,set of 6 herb tins sketchbook,1164,4262.820000000001,4.301208053691275,295,170,0.0004005615125147686,0.7206440480884135,A,6.576271186440678,10.150912503480303,96,177,44.31370360656518,90.34760191164992,Critical,Fast Moving,6.576271186440678,90.34760191164992,1164,0.8602416107382551,368.0
22694,wicker star,1842,4251.72,2.5493430656934306,405,228,0.0003995184863515916,0.7210435665747651,A,10.348314606741573,13.798469679822587,91,178,60.237076756024756,132.67527900321576,Critical,Fast Moving,10.348314606741573,132.67527900321576,1842,0.5098686131386861,601.0
20970,pink floral feltcraft shoulder bag,1116,4232.13,4.193650190114068,262,141,0.0003976776861230658,0.7214412442608882,A,7.294117647058823,8.21254043724818,54,153,35.85176038788356,86.91058391729533,Critical,Fast Moving,7.294117647058823,86.91058391729533,1116,0.8387300380228138,365.0
22061,large cake stand  hanging strawbery,582,4218.0599999999995,10.28958904109589,146,86,0.0003963555799864982,0.7218375998408747,A,5.060869565217391,8.991503744541326,56,115,39.25231665392794,74.67840361044969,Critical,Medium Moving,5.060869565217391,74.67840361044969,582,2.057917808219178,168.0
23089,glass bon bon jar,2354,4215.78,2.380175438596491,225,101,0.00039614133677460243,0.7222337411776493,A,18.53543307086614,41.05915115127617,348,127,179.2432999329854,308.9913314290484,Critical,Fast Moving,18.53543307086614,308.9913314290484,2354,0.47603508771929826,703.0
22661,charlotte bag dolly girl design,5194,4214.95,0.9770883054892601,415,172,0.0003960633447281667,0.7226298045223775,A,23.93548387096774,36.642485509650825,312,217,159.96239172840947,327.51077882518365,Critical,Fast Moving,23.93548387096774,327.51077882518365,5194,0.19541766109785202,1630.0
22801,antique glass pedestal bowl,1027,4203.89,4.729107142857143,220,123,0.00039502407721783006,0.7230248285995953,A,6.846666666666667,9.631977409354617,80,150,42.04829781725842,89.97496448392509,Critical,Fast Moving,6.846666666666667,89.97496448392509,1027,0.9458214285714286,330.0
23144,zinc t-light holder stars small,5089,4197.83,0.9436727272727272,274,180,0.000394454641312528,0.7234192832409078,A,35.58741258741259,45.93172040140448,252,143,200.5144506279224,449.62633873981054,Critical,Fast Moving,35.58741258741259,449.62633873981054,5089,0.18873454545454546,1642.0
23012,glass apothecary bottle perfume,1071,4197.110000000001,4.62991935483871,246,151,0.0003943869855614031,0.7238136702264691,A,8.778688524590164,7.7603700762504255,40,122,33.87781535091686,95.32863502304801,Critical,Fast Moving,8.778688524590164,95.32863502304801,1071,0.9259838709677419,340.0
22550,holiday fun ludo,1162,4194.89,4.441428571428571,217,136,0.0003941783803287677,0.7242078486067979,A,8.183098591549296,21.108843133050723,217,142,92.15043650063745,149.4321266414825,Critical,Fast Moving,8.183098591549296,149.4321266414825,1162,0.8882857142857143,362.0
22813,pack 3 boxes bird pannetone,2168,4188.94,2.5172727272727276,187,110,0.0003936192807187764,0.7246014678875167,A,16.549618320610687,27.83777559096991,193,131,121.5255215904353,237.3728498347101,Critical,Fast Moving,16.549618320610687,237.3728498347101,2168,0.5034545454545455,656.0
20682,red retrospot childrens umbrella,1235,4171.33,4.018487394957983,237,138,0.0003919645338058443,0.7249934324213225,A,7.8164556962025316,9.793952773256379,65,158,42.75539959407378,97.4705894674915,Critical,Fast Moving,7.8164556962025316,97.4705894674915,1235,0.8036974789915967,392.0
23110,parisienne key cabinet,700,4147.18,6.66234375,255,157,0.000389695247153527,0.725383127668476,A,5.511811023622047,5.691634269910285,34,127,24.846770572330225,63.429447737684555,Critical,Medium Moving,5.511811023622047,63.429447737684555,700,1.33246875,229.0
23486,antique heart shelf unit,275,4145.47,17.8127027027027,74,64,0.0003895345647446051,0.7257726622332206,A,7.4324324324324325,24.57250104909567,152,37,107.27099933018847,159.2980263572155,Critical,Medium Moving,7.4324324324324325,159.2980263572155,275,3.5625405405405406,88.0
72760B,vintage cream 3 basket cake stand,409,4145.389999999999,11.102941176470589,153,104,0.0003895270474389245,0.7261621892806595,A,3.436974789915966,4.287622420967452,32,119,18.71757135868054,42.776394888092305,Critical,Medium Moving,3.436974789915966,42.776394888092305,409,2.2205882352941178,136.0
21874,gin and tonic mug,2974,4141.179999999999,2.014203389830508,295,110,0.0003891314492274853,0.7265513207298869,A,17.391812865497077,67.76137840366573,774,171,295.81159698922005,417.5542870476996,Critical,Fast Moving,17.391812865497077,417.5542870476996,2974,0.4028406779661016,859.0
22649,strawberry fairy cake teapot,795,4132.88,6.036470588235295,200,86,0.00038835152876312784,0.7269396722586501,A,5.845588235294118,5.961454801901951,32,136,26.024669315674238,66.94378696273307,Critical,Medium Moving,5.845588235294118,66.94378696273307,795,1.207294117647059,257.0
23283,doormat vintage leaf,564,4122.2,9.177535211267607,142,100,0.0003873479684547738,0.7273270202271048,A,8.676923076923076,15.67353231995313,124,65,68.42264332947323,129.16110486793477,Critical,Medium Moving,8.676923076923076,129.16110486793477,564,1.8355070422535213,175.0
22596,christmas star wish list chalkboard,3476,4110.42,1.299132075471698,262,196,0.00038624104519331215,0.7277132612722982,A,36.208333333333336,41.825682532365754,260,96,182.58958475369374,436.0479180870271,Critical,Fast Moving,36.208333333333336,436.0479180870271,3476,0.2598264150943396,1157.0
22841,round cake tin vintage green,529,4101.77,8.441549295774648,213,156,0.00038542823651660225,0.7280986895088147,A,3.5503355704697985,5.119433353370719,42,149,22.34883338587082,47.201182379159405,Critical,Medium Moving,3.5503355704697985,47.201182379159405,529,1.6883098591549297,177.0
23255,childrens cutlery circus parade,1014,4097.22,4.346962025316456,158,116,0.00038500068975602067,0.7284836901985707,A,9.657142857142857,16.209463387068162,76,105,70.76224486318196,138.36224486318196,Critical,Fast Moving,9.657142857142857,138.36224486318196,1014,0.8693924050632913,342.0
23009,i love london baby gift set,263,4082.52,15.988252427184465,103,48,0.00038361938483721876,0.728867309583408,A,3.329113924050633,4.1962178299748105,24,79,18.31854556152797,41.6223430298824,Critical,Medium Moving,3.329113924050633,41.6223430298824,263,3.1976504854368932,91.0
23193,buffalo bill treasure book box,1922,4079.28,2.730571428571429,175,109,0.0003833149339571563,0.7292506245173651,A,15.884297520661157,52.78023463422721,391,121,230.41156871997555,341.60165136460364,Critical,Fast Moving,15.884297520661157,341.60165136460364,1922,0.5461142857142858,593.0
22577,wooden heart christmas scandinavian,10608,4075.3599999999997,0.4979783393501805,538,343,0.0003829465859788091,0.7296335711033439,A,84.19047619047619,100.40730764526768,430,126,438.32706364083884,1027.6603969741723,Critical,Fast Moving,84.19047619047619,1027.6603969741723,10608,0.0995956678700361,3264.0
22489,pack of 12 traditional crayons,9719,4072.13,0.5406053811659193,443,232,0.0003826430747619567,0.7300162141781059,A,43.582959641255606,75.03897531567374,606,223,327.5818710819389,632.6625885707281,Critical,Fast Moving,43.582959641255606,632.6625885707281,9719,0.10812107623318386,2998.0
21116,owl doorstop,695,4051.79,6.7411111111111115,251,81,0.00038073179979267576,0.7303969459778986,A,4.34375,6.02932756453845,62,160,26.32096715938054,56.727217159380544,Critical,Medium Moving,4.34375,56.727217159380544,695,1.3482222222222224,227.0
21704,bag 250g swirly marbles,5144,4039.2799999999997,1.0033734939759036,248,137,0.000379556281116879,0.7307765022590155,A,37.007194244604314,61.715628397088366,504,139,269.4189378288732,528.4692975411034,Critical,Fast Moving,37.007194244604314,528.4692975411034,5144,0.20067469879518074,1601.0
23340,vintage christmas cake frill,2500,4034.08,1.9589473684210525,151,112,0.000379067656247643,0.7311555699152631,A,33.333333333333336,68.0719677458555,492,75,297.1674715520671,530.5008048854005,Critical,Fast Moving,33.333333333333336,530.5008048854005,2500,0.3917894736842105,799.0
22219,lovebird hanging decoration white,4133,4033.73,1.1821157323688969,544,190,0.0003790347680352906,0.7315346046832983,A,16.01937984496124,26.13872770421763,328,258,114.1083456034403,226.244004518169,Critical,Fast Moving,16.01937984496124,226.244004518169,4133,0.23642314647377938,1322.0
72351B,set/6 pink  butterfly t-lights,2096,4007.8500000000004,2.3841176470588237,186,87,0.0003766029196476312,0.7319112076029459,A,16.634920634920636,31.24601815901748,147,126,136.40416929111802,252.84861373556248,Critical,Fast Moving,16.634920634920636,252.84861373556248,2096,0.47682352941176476,663.0
23129,heart shaped holly wreath,950,3999.5,4.576279069767442,172,138,0.00037581830086722326,0.7322870259038131,A,11.44578313253012,14.29331500920605,96,83,62.39731892635907,142.51780085406992,Critical,Fast Moving,11.44578313253012,142.51780085406992,950,0.9152558139534884,322.0
22431,watering can blue elephant,2058,3998.7099999999996,2.3188988095238097,334,159,0.00037574406747362777,0.7326627699712868,A,11.005347593582888,16.23533161826001,99,187,70.8751723590567,147.91260551413694,Critical,Fast Moving,11.005347593582888,147.91260551413694,2058,0.46377976190476194,666.0
22951,60 cake cases dolly girl design,7481,3990.2,0.6748868778280543,437,237,0.0003749444140818588,0.7330377143853686,A,33.6981981981982,53.42278985954244,326,222,233.21663691416066,469.10402430154807,Critical,Fast Moving,33.6981981981982,469.10402430154807,7481,0.13497737556561087,2354.0
22493,paint your own canvas set,2461,3986.64,1.9142342342342342,220,125,0.0003746098939790741,0.7334123242793477,A,16.29801324503311,41.965032221598776,372,151,183.19791438161855,297.28400709685036,Critical,Fast Moving,16.29801324503311,297.28400709685036,2461,0.3828468468468469,802.0
23306,set of 36 doilies pantry design,2741,3983.6,1.7355510204081632,244,172,0.00037432423636321306,0.7337866485157108,A,27.138613861386137,36.01889218256728,193,101,157.2401015049505,347.21039853465345,Critical,Fast Moving,27.138613861386137,347.21039853465345,2741,0.3471102040816327,889.0
22956,36 foil heart cake cases,2050,3983.3900000000003,2.225273631840796,198,144,0.0003743045034358016,0.7341609530191466,A,15.298507462686567,30.068600726260637,158,134,131.26416565907994,238.3537178978859,Critical,Fast Moving,15.298507462686567,238.3537178978859,2050,0.44505472636815924,679.0
20675,blue polkadot bowl,3120,3983.12,1.5869753086419751,322,149,0.00037427913252912975,0.7345352321516757,A,15.757575757575758,22.469196470552802,155,198,98.08904493387936,208.39207523690968,Critical,Fast Moving,15.757575757575758,208.39207523690968,3120,0.31739506172839504,991.0
84792,enchanted bird coathanger 5 hook,833,3974.32,5.533209876543211,241,125,0.0003734522289042688,0.73490868438058,A,5.048484848484849,5.753902239611021,48,165,25.118600750410764,60.45799468980471,Critical,Medium Moving,5.048484848484849,60.45799468980471,833,1.1066419753086423,274.0
22274,feltcraft doll emily,1340,3953.4800000000005,3.327977528089888,267,168,0.0003714939707744843,0.7352801783513545,A,8.535031847133759,12.279088259824867,102,157,53.604232872480615,113.34945580241693,Critical,Fast Moving,8.535031847133759,113.34945580241693,1340,0.6655955056179776,449.0
22890,novelty biscuits cake stand 3 tier,385,3939.87,11.292349397590362,165,94,0.00037021508914557993,0.7356503934405001,A,3.0555555555555554,3.5783919417650285,24,126,15.621433032855855,37.01032192174474,Critical,Medium Moving,3.0555555555555554,37.01032192174474,385,2.2584698795180724,131.0
23526,wall art dog licence,604,3939.76,8.880260869565218,114,57,0.0003702047528502692,0.7360205981933504,A,11.843137254901961,25.598728522346267,139,51,111.75098475681388,194.65294554112762,Critical,Medium Moving,11.843137254901961,194.65294554112762,604,1.7760521739130437,184.0
22131,food container set 3 love heart,2031,3936.5899999999997,2.8124324324324323,291,115,0.00036990687961267716,0.7363905050729631,A,11.605714285714285,28.974403516091584,216,175,126.48745904852277,207.72745904852275,Critical,Fast Moving,11.605714285714285,207.72745904852275,2031,0.5624864864864865,601.0
23557,landmark frame baker street,350,3930.27,13.181875,32,25,0.0003693130124639134,0.736759818085427,A,15.217391304347826,62.75128142243872,303,23,273.94007040576054,380.46180953619535,Critical,Medium Moving,15.217391304347826,380.46180953619535,350,2.636375,115.0
22148,easter craft 4 chicks,1933,3917.45,2.255079365079365,186,148,0.00036810836422860455,0.7371279264496556,A,22.2183908045977,34.84431330179147,215,87,152.11248954224422,307.6412251744281,Critical,Fast Moving,22.2183908045977,307.6412251744281,1933,0.451015873015873,655.0
22980,pantry scrubbing brush,2363,3910.01,1.9236734693877549,291,198,0.000367409254800313,0.7374953357044559,A,15.050955414012739,20.395385406414956,145,157,89.03584416983848,194.39253206792768,Critical,Fast Moving,15.050955414012739,194.39253206792768,2363,0.384734693877551,784.0
22179,set 10 night owl lights,505,3908.73,8.948604651162789,170,59,0.0003672889779094241,0.7378626246823653,A,4.855769230769231,5.337935801959422,25,104,23.30270356658105,57.293088181965665,Critical,Medium Moving,4.855769230769231,57.293088181965665,505,1.7897209302325578,168.0
23081,green metal box army supplies,467,3906.25,9.44148148148148,135,78,0.0003670559414333269,0.7382296806237987,A,5.076086956521739,8.124354507785814,50,92,35.46678562437092,70.9993943200231,Critical,Medium Moving,5.076086956521739,70.9993943200231,467,1.8882962962962961,157.0
21928,jumbo bag scandinavian paisley,2057,3904.72,2.760689655172414,144,76,0.0003669121729621863,0.7385965927967608,A,36.732142857142854,48.99962562804242,210,56,213.90735918266114,471.03235918266114,Critical,Fast Moving,36.732142857142854,471.03235918266114,2057,0.5521379310344828,610.0
23049,recycled acapulco mat red,456,3896.84,8.921505376344086,186,103,0.0003661717183526517,0.7389627645151134,A,4.035398230088496,3.602898643403628,20,113,15.728416785539672,43.97620439615914,Critical,Medium Moving,4.035398230088496,43.97620439615914,456,1.7843010752688173,160.0
22117,metal sign her dinner is served,1320,3896.4500000000003,2.9212631578947374,95,58,0.000366135071487459,0.7393288995866009,A,16.70886075949367,88.70437099320911,754,79,387.2380146565307,504.2000399729864,Critical,Fast Moving,16.70886075949367,504.2000399729864,1320,0.5842526315789475,475.0
21041,red retrospot oven glove double,914,3888.98,4.408677042801556,255,100,0.0003654331430695372,0.7396943327296704,A,5.973856209150327,6.704228548204229,63,153,29.267240427295192,71.08423389134748,Critical,Fast Moving,5.973856209150327,71.08423389134748,914,0.8817354085603113,322.0
23552,bicycle puncture repair kit,1863,3881.91,2.2640650406504066,116,93,0.0003647688011800182,0.7400591015308504,A,143.30769230769232,199.65569722874784,761,13,871.594882462383,1874.748728616229,Critical,Fast Moving,98.84146341463475,1563.485126364826,1863,0.45281300813008135,641.0
22222,cake plate lovebird white,1057,3880.2,5.441216216216216,222,104,0.0003646081187710963,0.7404237096496216,A,7.340277777777778,12.088347966767692,72,144,52.77155809477299,104.15350253921744,Critical,Fast Moving,7.340277777777778,104.15350253921744,1057,1.0882432432432434,312.0
21749,large red retrospot windmill,1963,3877.09,2.531,140,80,0.0003643158835127648,0.7407880255331343,A,20.03061224489796,77.96687825465331,696,98,340.3636010970728,480.5778868113585,Critical,Fast Moving,20.03061224489796,480.5778868113585,1963,0.5062000000000001,623.0
22578,wooden star christmas scandinavian,10460,3876.5399999999995,0.46971698113207544,512,332,0.00036426420203621094,0.7411522897351704,A,106.73469387755102,118.10746033163103,713,98,515.5968972312212,1262.7397543740783,Critical,Fast Moving,98.84146341463475,1207.4871411336644,10460,0.0939433962264151,3337.0
21716,boys vintage tin seaside bucket,1425,3872.92,3.385204918032787,244,112,0.0003639240439541659,0.7415162137791246,A,9.76027397260274,13.15231973482929,74,146,57.41631585024271,125.7382336584619,Critical,Fast Moving,9.76027397260274,125.7382336584619,1425,0.6770409836065574,459.0
85049A,traditional christmas ribbons,3001,3842.36,1.4897256097560976,323,204,0.000361052433184194,0.7418772662123088,A,22.734848484848484,34.86984739325332,288,132,152.22395835458158,311.36789774852093,Critical,Fast Moving,22.734848484848484,311.36789774852093,3001,0.2979451219512195,1004.0
23111,parisienne sewing box,312,3839.2400000000002,13.468920863309354,138,80,0.0003607592582626524,0.7422380254705714,A,3.4285714285714284,4.017027251153263,25,91,17.53629094192954,41.536290941929536,Critical,Medium Moving,3.4285714285714284,41.536290941929536,312,2.693784172661871,108.0
37370,retro coffee mugs assorted,2567,3839.0099999999998,5.427469135802469,159,72,0.0003607376460088208,0.7425987631165802,A,28.84269662921348,65.55304910674263,504,89,286.17115827043557,488.07003467492996,Critical,Fast Moving,28.84269662921348,488.07003467492996,2567,1.085493827160494,486.0
22896,peg bag apples design,1484,3833.36,3.2074394463667817,287,144,0.00036020673629513165,0.7429589698528754,A,7.689119170984456,12.079456378811065,80,193,52.732741959458394,106.55657615634959,Critical,Fast Moving,7.689119170984456,106.55657615634959,1484,0.6414878892733564,481.0
22738,ribbon reel snowy village,2173,3829.67,2.3363176895306856,275,147,0.0003598600005706161,0.743318829853446,A,19.754545454545454,26.961129466049282,130,110,117.69853199376038,255.98035017557856,Critical,Fast Moving,19.754545454545454,255.98035017557856,2173,0.46726353790613717,682.0
22842,biscuit tin vintage red,589,3823.21,7.2198765432098755,162,120,0.0003592529781369113,0.7436780828315829,A,5.034188034188034,8.0653918218646,52,117,35.20938462846402,70.44870086778026,Critical,Medium Moving,5.034188034188034,70.44870086778026,589,1.443975308641975,202.0
22350,illustrated cat bowl,1410,3822.12,3.13900826446281,120,63,0.00035915055484701374,0.7440372333864299,A,14.6875,91.54111098298945,901,96,399.6217737592633,502.4342737592633,Critical,Fast Moving,14.6875,502.4342737592633,1410,0.6278016528925621,474.0
21110,large cake towel pink spots,1105,3815.7,6.258814814814814,134,62,0.00035854729106614923,0.744395780677496,A,13.475609756097562,27.318977987208505,213,82,119.26071601389263,213.58998430657556,Critical,Fast Moving,13.475609756097562,213.58998430657556,1105,1.251762962962963,297.0
23194,gymkhana treasure book box,1715,3815.5299999999997,2.7494581280788175,200,128,0.00035853131679157804,0.7447543119942875,A,13.61111111111111,39.870585091713366,301,126,174.05462708586637,269.3324048636441,Critical,Fast Moving,13.61111111111111,269.3324048636441,1715,0.5498916256157635,558.0
21244,blue polkadot plate,2282,3789.3199999999997,2.0589847715736043,196,107,0.00035606845951798635,0.7451103804538055,A,16.18439716312057,25.089725511474516,108,141,109.52893737428678,222.81971751613077,Critical,Fast Moving,16.18439716312057,222.81971751613077,2282,0.41179695431472085,744.0
22383,lunch bag suki  design,2217,3786.91,2.4341666666666666,200,122,0.00035584200068435967,0.7454662224544899,A,31.225352112676056,34.962917981810634,135,71,152.63025704688172,371.2077218356141,Critical,Fast Moving,31.225352112676056,371.2077218356141,2217,0.48683333333333334,675.0
23253,16 piece cutlery set pantry design,254,3785.06,17.16623188405797,69,43,0.00035566816299049687,0.7458218906174804,A,4.535714285714286,6.0240858550995435,24,56,26.2980845310072,58.0480845310072,Critical,Medium Moving,4.535714285714286,58.0480845310072,254,3.4332463768115944,86.0
85049E,scandinavian reds ribbons,2860,3783.61,1.4938313253012048,409,248,0.00035553191182503683,0.7461774225293054,A,14.742268041237113,18.538730414979447,168,194,80.93063599649304,184.12651228515284,Critical,Fast Moving,14.742268041237113,184.12651228515284,2860,0.29876626506024095,978.0
22809,set of 6 t-lights santa,1240,3781.2000000000003,3.5039805825242722,204,141,0.0003553054529914101,0.7465327279822969,A,13.932584269662922,16.186974107153535,83,89,70.66406814418058,168.192158031821,Critical,Fast Moving,13.932584269662922,168.192158031821,1240,0.7007961165048545,421.0
21746,small red retrospot windmill,3075,3766.93,1.469078947368421,226,122,0.00035396455359064117,0.7468866925358875,A,21.061643835616437,28.679013738329754,159,146,125.19793802707183,272.62944487638686,Critical,Fast Moving,21.061643835616437,272.62944487638686,3075,0.2938157894736842,1023.0
23299,food cover with beads set 2,1009,3761.63,4.374758620689655,145,109,0.00035346653208930445,0.7472401590679768,A,10.849462365591398,19.97713161971172,115,93,87.20996158736757,163.15619814650736,Critical,Fast Moving,10.849462365591398,163.15619814650736,1009,0.8749517241379311,340.0
23092,large antique white photo frame,523,3757.78,8.100962962962964,135,96,0.0003531047617534278,0.7475932638297302,A,6.226190476190476,15.958040757898559,146,84,69.66466197443327,113.24799530776662,Critical,Medium Moving,6.226190476190476,113.24799530776662,523,1.6201925925925929,180.0
