customer_id,total_orders,total_spent,total_quantity,avg_order_value,first_purchase,last_purchase,customer_lifetime_days
14019,3,1421.6100000000001,1037,21.539545454545458,2011-07-24 15:39:00,2011-10-24 10:13:00,91
14020,2,642.8,441,16.48205128205128,2011-09-12 15:32:00,2011-11-23 09:22:00,71
14021,3,631.9,192,28.722727272727273,2011-03-28 15:10:00,2011-07-07 15:46:00,101
14022,1,440.0,487,15.714285714285714,2011-04-28 14:39:00,2011-04-28 14:39:00,0
14023,2,584.07,345,18.840967741935486,2011-04-03 15:50:00,2011-12-02 13:58:00,242
14024,2,327.7,150,20.48125,2011-08-07 13:31:00,2011-08-10 11:30:00,2
14027,1,104.82,62,17.47,2011-10-10 09:01:00,2011-10-10 09:01:00,0
14029,2,467.66,198,31.177333333333333,2011-07-18 16:57:00,2011-10-07 14:46:00,80
14030,8,2358.84,1478,9.747272727272728,2010-12-08 16:11:00,2011-11-21 16:48:00,348
14031,19,17286.86,5788,69.14744,2010-12-02 16:34:00,2011-12-02 17:13:00,365
14032,11,2975.59,2032,20.80832167832168,2010-12-08 10:53:00,2011-12-07 15:23:00,364
14034,3,648.89,420,7.545232558139535,2011-07-05 13:06:00,2011-11-17 14:02:00,135
14035,5,1428.02,739,21.636666666666667,2011-02-15 12:48:00,2011-11-11 10:03:00,268
14036,1,626.65,268,16.49078947368421,2011-02-28 09:26:00,2011-02-28 09:26:00,0
14037,2,147.20000000000002,46,5.257142857142858,2010-12-10 11:39:00,2011-06-16 13:57:00,188
14038,3,1560.38,965,16.960652173913044,2011-05-16 14:05:00,2011-09-22 13:37:00,128
14039,1,152.2,92,25.366666666666664,2011-11-06 13:48:00,2011-11-06 13:48:00,0
14040,12,3560.32,1544,15.547248908296943,2011-01-12 14:57:00,2011-10-30 12:42:00,290
14041,1,141.41,94,6.733809523809524,2011-03-18 13:25:00,2011-03-18 13:25:00,0
14044,4,646.42,304,3.1379611650485435,2011-02-03 11:39:00,2011-11-13 12:05:00,283
14045,4,1659.75,535,276.625,2010-12-01 11:32:00,2011-08-22 15:27:00,264
14046,1,154.99,460,11.070714285714287,2011-02-28 14:48:00,2011-02-28 14:48:00,0
14047,5,1308.6100000000001,381,40.894062500000004,2010-12-02 10:09:00,2011-12-01 11:43:00,364
14048,1,409.93,288,4.822705882352941,2011-02-07 14:53:00,2011-02-07 14:53:00,0
14049,4,5578.72,3808,11.670962343096235,2011-01-26 11:27:00,2011-11-23 12:20:00,301
14050,2,746.36,689,13.821481481481483,2011-08-25 13:46:00,2011-11-08 10:00:00,74
14051,23,15610.390000000001,3756,74.33519047619048,2010-12-08 12:49:00,2011-12-09 10:20:00,365
14052,1,225.35999999999999,89,4.024285714285714,2011-11-20 12:30:00,2011-11-20 12:30:00,0
14053,2,260.25,215,65.0625,2011-07-03 12:21:00,2011-08-07 14:27:00,35
14054,1,92.46000000000001,62,15.410000000000002,2011-10-05 15:49:00,2011-10-05 15:49:00,0
14055,1,725.6400000000001,216,72.56400000000001,2011-08-25 15:04:00,2011-08-25 15:04:00,0
14056,23,8152.71,4252,7.493299632352941,2011-02-28 15:19:00,2011-12-08 13:36:00,282
14057,17,6211.66,4873,21.949328621908126,2010-12-14 12:11:00,2011-11-16 10:32:00,336
14059,1,183.6,128,22.95,2011-03-18 10:06:00,2011-03-18 10:06:00,0
14060,19,6140.42,5386,30.39811881188119,2010-12-02 12:11:00,2011-12-05 12:29:00,368
14062,12,10464.85,5593,94.27792792792793,2010-12-10 15:56:00,2011-11-30 10:04:00,354
14064,5,1334.34,1772,17.329090909090908,2011-03-10 12:59:00,2011-11-10 13:14:00,245
14066,1,152.55,45,21.792857142857144,2011-03-18 12:21:00,2011-03-18 12:21:00,0
14067,2,374.7,361,7.2057692307692305,2011-09-04 12:00:00,2011-10-07 10:21:00,32
14068,1,265.85,73,11.077083333333334,2011-01-23 16:02:00,2011-01-23 16:02:00,0
14071,8,1437.57,994,4.450681114551084,2011-03-20 11:33:00,2011-12-06 12:27:00,261
14073,1,151.04,130,11.618461538461538,2011-11-07 15:49:00,2011-11-07 15:49:00,0
14075,3,942.26,754,21.913023255813954,2011-03-23 16:35:00,2011-12-05 08:38:00,256
14076,1,118.67,79,2.6970454545454547,2011-08-02 15:19:00,2011-08-02 15:19:00,0
14077,5,499.42,268,11.890952380952381,2011-03-10 15:52:00,2011-10-30 12:35:00,233
14078,6,1049.37,310,16.144153846153845,2010-12-01 12:54:00,2011-08-30 12:16:00,271
14079,1,375.1,301,31.258333333333336,2011-08-07 12:10:00,2011-08-07 12:10:00,0
14080,1,45.599999999999994,48,11.399999999999999,2011-11-07 11:09:00,2011-11-07 11:09:00,0
14081,2,921.62,592,6.1441333333333334,2010-12-05 15:47:00,2011-02-10 16:17:00,67
14082,1,182.25,110,6.2844827586206895,2010-12-10 11:02:00,2010-12-10 11:02:00,0
14083,9,1002.9,705,5.6661016949152545,2010-12-03 12:24:00,2011-12-05 13:14:00,367
14085,18,4421.29,3177,9.868950892857143,2010-12-06 12:39:00,2011-12-07 13:46:00,366
14087,1,191.47,250,2.8157352941176472,2011-12-07 12:41:00,2011-12-07 12:41:00,0
14088,13,50491.81,12665,85.7246349745331,2011-01-21 13:07:00,2011-11-29 16:16:00,312
14089,1,158.75,133,12.211538461538462,2011-10-14 10:38:00,2011-10-14 10:38:00,0
14090,1,76.32000000000001,72,76.32000000000001,2011-01-19 10:51:00,2011-01-19 10:51:00,0
14092,14,4076.9100000000003,2066,19.050981308411217,2010-12-16 15:47:00,2011-12-02 12:13:00,350
14093,1,433.86,391,4.3386000000000005,2011-11-27 16:27:00,2011-11-27 16:27:00,0
14096,17,65164.79,16352,12.749909998043435,2011-08-30 10:49:00,2011-12-05 17:17:00,97
14098,1,147.35,104,7.016666666666667,2011-11-03 10:13:00,2011-11-03 10:13:00,0
14099,11,3104.17,2179,12.41668,2010-12-20 11:14:00,2011-11-23 13:53:00,338
14100,1,191.95,63,7.678,2011-07-25 11:01:00,2011-07-25 11:01:00,0
14101,6,5976.79,6942,170.76542857142857,2011-01-17 13:09:00,2011-09-27 12:28:00,252
14102,5,1105.8799999999999,769,19.066896551724135,2011-10-26 12:46:00,2011-12-04 15:38:00,39
14104,2,216.21,72,10.295714285714286,2011-06-27 12:49:00,2011-07-08 12:50:00,11
14105,1,1266.23,800,17.111216216216217,2011-04-14 17:58:00,2011-04-14 17:58:00,0
14107,7,2703.23,1793,21.977479674796747,2010-12-10 13:29:00,2011-10-19 12:12:00,312
14108,2,597.91,381,17.585588235294118,2011-08-30 11:32:00,2011-11-09 10:41:00,70
14109,1,144.2,88,16.022222222222222,2011-09-28 10:18:00,2011-09-28 10:18:00,0
14110,12,5683.15,2445,36.66548387096774,2011-03-18 09:59:00,2011-12-06 12:26:00,263
14111,4,692.85,458,69.285,2011-04-12 11:36:00,2011-11-25 13:44:00,227
14112,7,2915.15,1651,18.2196875,2011-03-09 11:28:00,2011-11-17 12:30:00,253
14113,4,1840.42,745,54.13,2010-12-20 12:14:00,2011-12-06 12:18:00,351
14114,2,386.53,101,25.768666666666665,2011-01-13 11:05:00,2011-03-11 09:42:00,56
14116,5,1382.74,707,19.204722222222223,2011-08-10 12:44:00,2011-11-20 10:29:00,101
14117,1,90.0,72,30.0,2011-07-19 09:49:00,2011-07-19 09:49:00,0
14121,4,2780.15,2082,17.485220125786164,2011-10-11 10:39:00,2011-12-06 12:19:00,56
14124,1,419.58,1618,83.916,2011-09-16 13:32:00,2011-09-16 13:32:00,0
14125,3,2720.63,1628,16.38933734939759,2011-09-22 15:40:00,2011-11-29 12:47:00,67
14126,3,706.1300000000001,508,47.07533333333334,2011-11-29 12:21:00,2011-12-02 11:45:00,2
14127,3,709.71,321,16.129772727272726,2011-02-02 12:26:00,2011-08-09 10:49:00,187
14128,2,637.5,564,13.858695652173912,2011-03-29 10:49:00,2011-10-10 12:00:00,195
14129,5,1123.8600000000001,592,21.61269230769231,2011-03-24 08:44:00,2011-12-08 11:02:00,259
14130,1,480.91,257,7.286515151515152,2011-01-24 16:05:00,2011-01-24 16:05:00,0
14132,11,3586.03,3368,17.93015,2011-06-09 12:04:00,2011-12-07 13:35:00,181
14133,3,605.64,348,21.63,2011-01-28 11:27:00,2011-08-02 11:34:00,186
14135,15,4690.31,3850,35.00231343283583,2010-12-02 10:27:00,2011-12-08 11:38:00,371
14138,2,965.88,600,20.997391304347826,2011-10-07 09:38:00,2011-12-08 12:44:00,62
14139,1,415.82,510,15.993076923076924,2011-10-24 13:34:00,2011-10-24 13:34:00,0
14140,2,935.05,811,14.167424242424241,2011-11-08 11:20:00,2011-12-06 09:05:00,27
14141,4,915.13,355,22.87825,2011-08-26 14:40:00,2011-12-07 09:53:00,102
14142,1,311.81,313,14.173181818181819,2010-12-01 16:33:00,2010-12-01 16:33:00,0
14143,1,115.8,30,16.54285714285714,2011-07-29 09:48:00,2011-07-29 09:48:00,0
14145,4,3742.2,756,340.2,2011-05-06 13:01:00,2011-10-24 12:10:00,170
14146,5,4191.0,2437,19.957142857142856,2010-12-17 15:52:00,2011-12-01 10:18:00,348
14147,2,483.4,108,96.67999999999999,2011-02-27 11:42:00,2011-09-22 18:10:00,207
14148,1,157.2,16,52.4,2011-04-20 12:02:00,2011-04-20 12:02:00,0
14149,1,446.62,218,15.950714285714286,2011-05-03 09:44:00,2011-05-03 09:44:00,0
14150,2,658.64,496,25.33230769230769,2010-12-15 10:04:00,2011-11-04 10:05:00,324
14152,2,621.29,711,12.67938775510204,2011-04-19 15:46:00,2011-09-25 12:54:00,158
14154,2,1345.62,465,25.87730769230769,2011-04-14 15:58:00,2011-04-14 16:26:00,0
14155,1,118.75,25,19.791666666666668,2011-03-18 14:13:00,2011-03-18 14:13:00,0
14156,55,117210.08,57768,84.02156272401434,2010-12-03 11:48:00,2011-11-30 10:54:00,361
14157,2,424.89000000000004,271,9.236739130434783,2011-02-27 13:04:00,2011-11-20 11:32:00,265
14158,1,507.65999999999997,781,12.381951219512194,2011-10-30 15:08:00,2011-10-30 15:08:00,0
14159,11,4630.35,4348,3.9407234042553196,2010-12-12 11:17:00,2011-11-20 12:36:00,343
14161,3,1097.6200000000001,450,10.554038461538463,2010-12-05 13:18:00,2011-05-08 11:41:00,153
14162,2,289.36,142,11.5744,2011-02-20 12:32:00,2011-06-19 11:36:00,118
14163,4,2445.91,893,47.036730769230765,2011-04-14 17:33:00,2011-09-13 15:18:00,151
14164,2,1631.77,1033,56.26793103448276,2011-09-20 12:18:00,2011-09-30 12:24:00,10
14165,1,120.44,53,5.0183333333333335,2011-03-09 12:39:00,2011-03-09 12:39:00,0
14167,4,562.59,147,11.251800000000001,2011-01-12 15:44:00,2011-10-31 14:29:00,291
14171,1,363.79,167,6.272241379310345,2011-09-02 16:43:00,2011-09-02 16:43:00,0
14173,4,450.84,150,15.546206896551723,2011-05-04 14:03:00,2011-11-29 11:54:00,208
14174,1,134.46,94,5.171538461538462,2011-11-06 13:17:00,2011-11-06 13:17:00,0
14175,3,3222.3,1515,21.626174496644296,2011-01-14 12:22:00,2011-10-11 11:55:00,269
14176,4,576.9000000000001,209,18.609677419354842,2010-12-07 11:45:00,2011-02-15 13:12:00,70
14177,4,549.46,204,13.401463414634147,2011-06-13 11:10:00,2011-09-14 15:11:00,93
14178,7,1600.26,1494,5.032264150943396,2011-06-10 12:51:00,2011-12-01 12:01:00,173
14179,2,701.57,319,4.46859872611465,2011-10-18 14:00:00,2011-10-30 12:07:00,11
14180,25,4748.52,719,19.785500000000003,2010-12-02 13:08:00,2011-11-29 10:56:00,361
14184,1,452.89,127,18.870416666666667,2011-10-04 12:43:00,2011-10-04 12:43:00,0
14185,1,197.65,6,65.88333333333334,2011-01-12 13:52:00,2011-01-12 13:52:00,0
14188,6,2054.36,1162,31.605538461538462,2011-02-02 13:46:00,2011-11-09 12:45:00,279
14189,15,4654.08,3937,17.56256603773585,2010-12-06 11:42:00,2011-12-07 15:55:00,366
14191,13,4684.76,3662,18.08787644787645,2011-05-03 10:30:00,2011-12-08 09:23:00,218
14193,2,853.39,445,20.318809523809524,2011-03-15 11:38:00,2011-10-03 09:34:00,201
14194,21,11349.52,5840,19.601934369602763,2011-02-04 14:51:00,2011-12-05 10:38:00,303
14195,2,1012.0,760,144.57142857142858,2011-04-01 16:50:00,2011-05-22 10:29:00,50
14196,1,335.52,142,55.919999999999995,2011-08-25 10:25:00,2011-08-25 10:25:00,0
14198,4,701.4,290,17.984615384615385,2011-04-14 14:54:00,2011-11-21 16:35:00,221
14199,1,185.39999999999998,28,92.69999999999999,2011-05-05 13:44:00,2011-05-05 13:44:00,0
14201,7,747.44,590,20.20108108108108,2010-12-15 13:25:00,2011-10-10 13:27:00,299
14204,1,150.61,72,3.861794871794872,2011-12-07 13:38:00,2011-12-07 13:38:00,0
14205,2,466.7,204,19.445833333333333,2011-03-20 15:07:00,2011-11-23 10:55:00,247
14206,1,328.15999999999997,276,16.407999999999998,2011-04-14 16:38:00,2011-04-14 16:38:00,0
14208,1,151.74,114,15.174000000000001,2011-09-06 12:48:00,2011-09-06 12:48:00,0
14209,6,2073.43,691,23.83252873563218,2011-01-11 12:56:00,2011-11-29 10:18:00,321
14210,6,1905.8400000000001,760,18.684705882352944,2010-12-03 12:43:00,2011-08-26 12:36:00,265
14211,9,2241.1,1242,20.009821428571428,2011-02-17 15:50:00,2011-10-17 13:23:00,241
14212,1,1070.48,1152,118.94222222222223,2011-09-11 12:45:00,2011-09-11 12:45:00,0
14214,5,1004.38,751,14.990746268656716,2011-03-07 12:26:00,2011-11-09 10:31:00,246
14215,6,1789.72,1358,16.57148148148148,2010-12-06 15:34:00,2011-11-28 12:19:00,356
14216,4,1839.3,594,31.17457627118644,2011-11-02 10:51:00,2011-12-06 14:56:00,34
14217,17,2004.98,689,20.0498,2010-12-08 13:28:00,2011-12-08 11:53:00,364
14218,1,169.48000000000002,160,14.123333333333335,2011-10-28 10:00:00,2011-10-28 10:00:00,0
14219,1,89.94,78,12.848571428571429,2011-12-05 16:23:00,2011-12-05 16:23:00,0
14220,2,632.4000000000001,272,30.114285714285717,2010-12-16 18:18:00,2011-04-06 13:23:00,110
14221,9,3432.8,2191,17.78652849740933,2011-01-04 15:33:00,2011-10-28 13:42:00,296
14222,1,683.17,607,16.662682926829266,2011-06-15 16:42:00,2011-06-15 16:42:00,0
14223,3,991.13,585,16.518833333333333,2011-03-20 16:02:00,2011-09-08 13:38:00,171
14224,4,1009.73,483,8.93566371681416,2011-01-23 13:58:00,2011-08-21 13:24:00,209
14226,5,2214.79,1296,33.55742424242424,2011-03-15 15:36:00,2011-11-11 11:34:00,240
14227,10,3350.96,1820,19.148342857142858,2011-02-28 12:27:00,2011-11-13 15:48:00,258
14229,3,1547.2,610,38.68,2011-01-10 12:03:00,2011-10-19 10:04:00,281
14231,3,925.71,409,18.514200000000002,2011-02-24 11:55:00,2011-06-09 11:05:00,104
14232,5,2048.07,1941,17.80930434782609,2011-03-20 12:44:00,2011-10-28 11:09:00,221
14233,4,1462.72,680,41.792,2011-01-26 12:43:00,2011-10-21 15:54:00,268
14234,4,754.12,951,5.130068027210885,2011-10-13 13:58:00,2011-11-17 17:53:00,35
14235,5,3144.86,1959,39.80835443037975,2011-03-24 13:23:00,2011-09-25 14:37:00,185
14236,2,490.86,310,32.724000000000004,2010-12-02 18:49:00,2011-09-20 09:13:00,291
14237,1,161.0,38,17.88888888888889,2010-12-01 13:20:00,2010-12-01 13:20:00,0
14238,1,146.85,111,18.35625,2011-01-17 14:40:00,2011-01-17 14:40:00,0
14239,11,2380.85,993,21.257589285714285,2011-01-27 14:45:00,2011-10-27 14:40:00,272
14240,2,890.34,418,21.19857142857143,2011-04-28 11:40:00,2011-11-09 13:45:00,195
14241,1,213.70000000000002,146,21.37,2011-06-09 11:46:00,2011-06-09 11:46:00,0
14242,2,280.55,123,17.534375,2011-01-18 08:53:00,2011-04-19 11:46:00,91
14243,10,2588.77,1221,18.360070921985816,2010-12-09 08:34:00,2011-12-01 11:12:00,357
14245,2,1693.45,976,15.680092592592594,2011-03-21 10:41:00,2011-05-04 08:40:00,43
14246,3,1474.06,804,19.654133333333334,2011-04-08 08:25:00,2011-08-21 11:50:00,135
14247,1,136.77,47,6.838500000000001,2011-03-06 15:21:00,2011-03-06 15:21:00,0
14248,1,302.58,102,37.8225,2011-01-25 14:45:00,2011-01-25 14:45:00,0
14250,3,1904.05,1200,17.153603603603603,2011-09-11 13:44:00,2011-12-02 14:30:00,82
14251,5,2879.7000000000003,1674,36.91923076923077,2011-10-13 12:46:00,2011-12-08 08:32:00,55
14256,2,969.0600000000001,414,18.284150943396227,2010-12-10 11:44:00,2011-03-24 13:17:00,104
14257,5,3099.7200000000003,1682,29.242641509433966,2011-01-25 10:49:00,2011-10-06 16:54:00,254
14258,9,12669.98,7100,114.14396396396396,2011-01-06 12:18:00,2011-11-30 15:27:00,328
14259,1,120.0,68,24.0,2011-07-21 10:44:00,2011-07-21 10:44:00,0
14261,2,1163.45,406,22.37403846153846,2011-09-22 10:47:00,2011-10-20 10:04:00,27
14262,8,2618.23,1645,18.3093006993007,2011-04-13 12:23:00,2011-12-01 14:17:00,232
14264,2,333.97,70,19.64529411764706,2011-04-08 12:20:00,2011-07-08 10:20:00,90
14265,2,530.18,330,17.10258064516129,2011-07-14 09:10:00,2011-08-22 13:32:00,39
14267,3,1516.24,530,27.568,2011-03-24 11:38:00,2011-06-30 10:09:00,97
14270,1,492.65000000000003,197,16.98793103448276,2011-01-12 09:33:00,2011-01-12 09:33:00,0
14271,1,112.32000000000001,88,11.232000000000001,2011-04-28 12:47:00,2011-04-28 12:47:00,0
14272,2,437.96,599,13.271515151515151,2011-03-30 13:57:00,2011-09-27 10:08:00,180
14273,4,559.97,264,19.309310344827587,2011-04-11 13:24:00,2011-10-19 13:20:00,190
14276,3,1119.74,744,17.4959375,2011-02-23 09:38:00,2011-09-02 09:45:00,191
14277,3,4188.0,1976,18.864864864864863,2011-05-11 13:20:00,2011-11-24 15:01:00,197
14280,1,134.04,52,16.755,2011-05-27 10:37:00,2011-05-27 10:37:00,0
14282,15,3701.44,2656,24.035324675324677,2010-12-07 12:21:00,2011-12-06 17:04:00,364
14284,2,595.25,161,18.6015625,2011-09-14 13:04:00,2011-11-09 08:11:00,55
14285,4,1910.01,541,70.74111111111111,2011-06-16 12:36:00,2011-11-18 14:50:00,155
14286,3,4628.75,4338,16.53125,2011-04-11 08:16:00,2011-11-16 10:34:00,219
14287,3,176.63,261,19.625555555555554,2011-05-25 11:41:00,2011-12-01 13:25:00,190
14288,1,426.6,188,26.6625,2011-05-10 13:22:00,2011-05-10 13:22:00,0
14289,6,911.26,292,19.388510638297873,2011-02-23 12:33:00,2011-12-01 11:44:00,280
14290,5,2314.65,915,22.917326732673267,2010-12-13 10:24:00,2011-11-28 14:02:00,350
14291,11,3883.25,2749,16.385021097046412,2011-03-09 15:20:00,2011-12-08 10:26:00,273
14292,9,4871.93,1663,48.719300000000004,2011-03-02 08:26:00,2011-12-02 11:50:00,275
14293,4,1046.56,709,17.15672131147541,2010-12-06 10:18:00,2011-12-06 15:17:00,365
14295,1,166.20000000000002,84,33.24,2011-10-30 15:50:00,2011-10-30 15:50:00,0
14297,4,1305.33,865,21.053709677419352,2011-03-10 08:31:00,2011-11-22 09:06:00,257
14298,44,51527.3,58343,31.476664630421503,2010-12-14 12:59:00,2011-12-01 13:12:00,352
14299,9,3965.62,2149,27.73160839160839,2010-12-09 10:30:00,2011-12-01 16:05:00,357
14300,1,43.2,32,14.4,2011-11-21 08:57:00,2011-11-21 08:57:00,0
14301,1,640.14,606,49.24153846153846,2011-08-14 15:33:00,2011-08-14 15:33:00,0
14304,1,383.45,139,22.555882352941175,2011-05-01 11:50:00,2011-05-01 11:50:00,0
14305,3,1858.96,1089,17.70438095238095,2011-07-27 14:14:00,2011-09-29 15:29:00,64
14306,2,2093.32,1075,63.4339393939394,2011-09-15 10:31:00,2011-10-19 13:23:00,34
14307,6,2995.7200000000003,2058,16.64288888888889,2010-12-01 11:41:00,2011-09-12 09:38:00,284
14309,9,2352.53,1633,20.10709401709402,2010-12-16 13:05:00,2011-12-01 13:33:00,350
14311,1,310.26,146,15.513,2011-04-11 10:14:00,2011-04-11 10:14:00,0
14312,6,1611.5900000000001,1012,18.52402298850575,2011-01-06 16:35:00,2011-10-24 09:46:00,290
14314,1,120.0,296,15.0,2011-08-25 10:39:00,2011-08-25 10:39:00,0
14315,6,2481.13,1021,24.565643564356435,2011-03-18 12:59:00,2011-10-26 12:06:00,221
14317,1,508.58,255,21.190833333333334,2011-10-06 10:44:00,2011-10-06 10:44:00,0
14320,2,477.79,325,15.412580645161292,2011-01-11 09:12:00,2011-05-17 09:24:00,126
14321,5,1530.75,2406,12.445121951219512,2011-01-10 11:35:00,2011-11-29 09:47:00,322
14323,2,605.0600000000001,350,16.807222222222222,2011-04-15 11:44:00,2011-08-17 11:37:00,123
14326,1,183.85,103,22.98125,2011-04-11 15:04:00,2011-04-11 15:04:00,0
14327,1,311.65000000000003,139,25.970833333333335,2011-06-29 13:58:00,2011-06-29 13:58:00,0
14329,7,4975.24,3087,19.28387596899225,2011-01-14 13:42:00,2011-11-22 15:50:00,312
14331,2,462.66,252,16.52357142857143,2011-07-27 15:14:00,2011-08-07 13:17:00,10
14332,3,840.21,463,33.6084,2011-07-15 10:33:00,2011-11-17 11:54:00,125
14333,1,415.2,58,27.68,2011-10-03 10:38:00,2011-10-03 10:38:00,0
14334,8,2552.21,1731,15.754382716049383,2010-12-16 17:37:00,2011-11-23 10:01:00,341
14335,2,454.86,375,7.581,2011-09-04 13:07:00,2011-11-23 13:41:00,80
14336,4,1614.91,1759,17.943444444444445,2011-03-08 16:48:00,2011-11-23 11:40:00,259
14338,2,588.22,335,18.97483870967742,2011-05-27 13:30:00,2011-07-01 14:08:00,35
14339,1,309.52000000000004,168,22.10857142857143,2011-04-11 11:06:00,2011-04-11 11:06:00,0
14340,1,134.7,58,22.45,2011-05-05 09:44:00,2011-05-05 09:44:00,0
14341,8,2166.98,1397,16.92953125,2011-01-25 13:55:00,2011-10-25 15:48:00,273
14342,4,668.5600000000001,347,31.836190476190477,2011-05-13 13:50:00,2011-11-18 13:21:00,188
14344,8,889.9300000000001,477,12.534225352112676,2010-12-06 11:58:00,2011-08-04 13:51:00,241
14345,1,108.98,50,18.163333333333334,2011-11-01 09:51:00,2011-11-01 09:51:00,0
14346,2,1021.58,605,17.026333333333334,2011-02-15 13:52:00,2011-08-11 09:47:00,176
14348,1,409.57,183,22.753888888888888,2011-03-24 16:23:00,2011-03-24 16:23:00,0
14349,1,133.5,86,4.306451612903226,2011-11-29 15:39:00,2011-11-29 15:39:00,0
14350,1,282.93,183,15.718333333333334,2011-03-10 14:14:00,2011-03-10 14:14:00,0
14351,1,51.0,12,51.0,2011-06-28 11:56:00,2011-06-28 11:56:00,0
14352,4,1078.96,538,22.95659574468085,2011-03-11 14:58:00,2011-07-05 15:41:00,116
14353,1,90.6,64,15.1,2011-05-08 16:06:00,2011-05-08 16:06:00,0
14354,2,163.62,210,18.18,2011-11-09 15:36:00,2011-12-04 11:32:00,24
14355,1,174.4,92,15.854545454545455,2010-12-09 12:16:00,2010-12-09 12:16:00,0
14356,2,701.23,277,21.24939393939394,2011-09-19 14:43:00,2011-09-21 09:18:00,1
14357,1,225.12,147,5.628,2011-10-27 16:23:00,2011-10-27 16:23:00,0
14359,3,912.1800000000001,371,16.585090909090912,2011-09-13 09:03:00,2011-11-20 13:17:00,68
14360,4,2118.03,1139,18.102820512820514,2011-09-06 11:58:00,2011-11-08 09:12:00,62
14362,1,151.5,96,4.094594594594595,2011-11-17 15:08:00,2011-11-17 15:08:00,0
14364,8,3717.35,1967,53.87463768115942,2011-05-12 12:56:00,2011-08-23 11:01:00,102
14367,16,9227.82,4426,17.711746641074857,2011-03-08 14:12:00,2011-12-01 13:19:00,267
14368,1,155.0,36,19.375,2011-01-24 09:52:00,2011-01-24 09:52:00,0
14371,1,100.5,34,25.125,2011-02-17 16:35:00,2011-02-17 16:35:00,0
14373,1,76.55,17,19.1375,2010-12-16 15:40:00,2010-12-16 15:40:00,0
14375,1,235.56,184,3.5690909090909093,2011-06-07 13:44:00,2011-06-07 13:44:00,0
14377,2,617.05,219,56.095454545454544,2011-03-22 13:38:00,2011-06-01 13:32:00,70
14379,2,348.1,292,7.567391304347827,2011-02-17 15:03:00,2011-10-26 16:43:00,251
14381,1,202.68,146,3.619285714285714,2011-10-18 17:10:00,2011-10-18 17:10:00,0
14382,1,615.49,1231,4.88484126984127,2011-11-13 16:18:00,2011-11-13 16:18:00,0
14383,3,1247.69,817,21.14728813559322,2011-06-29 10:18:00,2011-11-01 15:53:00,125
14385,3,202.10999999999999,159,14.43642857142857,2011-11-16 11:55:00,2011-11-30 15:36:00,14
14386,1,142.4,54,20.342857142857145,2011-02-16 09:45:00,2011-02-16 09:45:00,0
14387,3,1727.6,795,12.428776978417266,2011-08-22 14:13:00,2011-11-07 12:29:00,76
14388,8,3212.84,1941,17.273333333333333,2010-12-02 11:02:00,2011-11-29 13:32:00,362
14389,2,1043.46,729,23.188000000000002,2011-06-02 12:04:00,2011-10-05 15:17:00,125
14390,9,4642.57,2133,16.347077464788732,2010-12-02 11:57:00,2011-11-29 13:49:00,362
14393,1,67.95,13,13.59,2011-05-05 18:16:00,2011-05-05 18:16:00,0
14395,9,3479.91,1689,9.999741379310345,2010-12-02 18:15:00,2011-12-07 14:34:00,369
14396,2,487.99,225,6.684794520547945,2010-12-03 15:19:00,2011-10-05 16:09:00,306
14397,19,2612.96,1890,30.034022988505747,2011-05-10 12:25:00,2011-12-07 09:22:00,210
14400,1,574.7,454,22.988000000000003,2011-07-13 15:50:00,2011-07-13 15:50:00,0
14401,13,4051.48,4507,22.26087912087912,2010-12-15 09:07:00,2011-12-05 13:30:00,355
14403,4,1475.81,519,73.7905,2011-04-06 14:23:00,2011-08-01 12:57:00,116
14404,6,1449.32,827,14.4932,2010-12-05 16:00:00,2011-11-06 12:30:00,335
14406,1,156.75,77,19.59375,2011-08-12 16:54:00,2011-08-12 16:54:00,0
14407,6,2157.73,1415,29.557945205479452,2011-03-08 11:59:00,2011-08-24 14:02:00,169
14408,7,2599.03,1610,24.519150943396227,2011-03-20 14:41:00,2011-11-29 11:41:00,253
14409,6,2059.4500000000003,1230,38.137962962962966,2010-12-06 15:03:00,2011-09-29 18:18:00,297
14410,9,1100.27,567,5.821534391534391,2011-02-07 09:36:00,2011-09-08 15:08:00,213
14411,1,1063.0,196,75.92857142857143,2011-02-02 10:56:00,2011-02-02 10:56:00,0
14412,2,770.03,786,17.90767441860465,2011-09-28 08:48:00,2011-10-28 10:45:00,30
14413,1,121.05,67,5.502272727272727,2010-12-12 13:37:00,2010-12-12 13:37:00,0
14414,7,1496.98,2512,15.432783505154639,2010-12-16 11:11:00,2011-09-09 12:09:00,267
14415,13,5855.57,2996,10.113246977547496,2010-12-14 13:31:00,2011-12-08 14:38:00,359
14416,2,490.22,326,35.01571428571429,2011-10-28 15:10:00,2011-11-17 15:22:00,20
14418,3,1937.25,1711,15.622983870967742,2011-08-23 17:18:00,2011-12-06 11:39:00,104
14419,6,1051.79,483,5.206881188118811,2010-12-10 10:56:00,2011-11-29 11:22:00,354
14420,1,387.52,334,13.362758620689654,2011-09-01 18:07:00,2011-09-01 18:07:00,0
14421,2,813.11,365,30.115185185185187,2011-05-12 10:49:00,2011-10-13 13:24:00,154
14422,6,4263.64,2906,19.205585585585588,2011-03-17 17:26:00,2011-12-09 11:26:00,266
14423,1,265.2,120,88.39999999999999,2011-05-05 15:12:00,2011-05-05 15:12:00,0
